DNo,Location,Social Category,Income,dropout,upPrim_Boys_social_category,upPrim_Boys_income
11018,REWARI,General,High,1,0.3961344249546528,99.60386753082275
11018,REWARI,OBC,High,0,80.24546951055527,19.754528999328613
11018,REWARI,SC,High,0,81.68747425079346,18.31253170967102
11018,REWARI,ST,High,1,0.041239967686124146,99.95875954627991
11018,REWARI,Overall,High,0,62.08033263683319,37.91966438293457
11019,ROHTAK,General,High,1,0.5107573699206114,99.48924779891968
11019,ROHTAK,OBC,High,0,80.24546951055527,19.754528999328613
11019,ROHTAK,SC,High,0,81.68747425079346,18.31253170967102
11019,ROHTAK,ST,High,0,82.39225745201111,17.60774254798889
11019,ROHTAK,Overall,High,1,17.69292801618576,82.3070764541626
11020,SIRSA,General,High,0,54.03968393802643,45.96031904220581
11020,SIRSA,OBC,High,0,50.64583420753479,49.35416579246521
11020,SIRSA,SC,High,0,53.400278091430664,46.599721908569336
11020,SIRSA,ST,High,0,82.39225745201111,17.60774254798889
11020,SIRSA,Overall,High,1,41.43557846546173,58.56441855430603
11021,SONIPAT,General,High,0,77.48307883739471,22.516918182373047
11021,SONIPAT,OBC,High,0,80.24546951055527,19.754528999328613
11021,SONIPAT,SC,High,0,81.68747425079346,18.31253170967102
11021,SONIPAT,ST,High,0,82.39225745201111,17.60774254798889
11021,SONIPAT,Overall,High,0,71.34977579116821,28.650224208831787
11022,YAMUNANAGAR,General,High,1,2.4591954424977303,97.54080772399902
11022,YAMUNANAGAR,OBC,High,1,40.28416872024536,59.71583127975464
11022,YAMUNANAGAR,SC,High,0,55.48079311847687,44.51920986175537
11022,YAMUNANAGAR,ST,High,0,82.39225745201111,17.60774254798889
11022,YAMUNANAGAR,Overall,High,1,13.320992887020111,86.67900562286377
11101,BILASPUR(H.P.),General,High,1,5.600336566567421,94.39966082572937
11101,BILASPUR(H.P.),OBC,High,0,80.24546951055527,19.754528999328613
11101,BILASPUR(H.P.),SC,High,0,81.68747425079346,18.31253170967102
11101,BILASPUR(H.P.),ST,High,0,82.39225745201111,17.60774254798889
11101,BILASPUR(H.P.),Overall,High,1,44.311365485191345,55.688637495040894
11102,CHAMBA,General,High,0,61.79226636886597,38.20773363113403
11102,CHAMBA,OBC,High,1,8.786427974700928,91.2135660648346
11102,CHAMBA,SC,High,1,0.42305393144488335,99.57695007324219
11102,CHAMBA,ST,High,1,41.676005721092224,58.32400321960449
11102,CHAMBA,Overall,High,1,14.115193486213684,85.88480949401855
11103,HAMIRPUR(H.P.),General,High,0,54.03968393802643,45.96031904220581
11103,HAMIRPUR(H.P.),OBC,High,0,80.24546951055527,19.754528999328613
11103,HAMIRPUR(H.P.),SC,High,0,81.68747425079346,18.31253170967102
11103,HAMIRPUR(H.P.),ST,High,0,82.39225745201111,17.60774254798889
11103,HAMIRPUR(H.P.),Overall,High,0,67.80103743076324,32.19895958900452
11104,KANGRA,General,High,1,23.498481512069702,76.5015184879303
11104,KANGRA,OBC,High,0,80.24546951055527,19.754528999328613
11104,KANGRA,SC,High,0,81.68747425079346,18.31253170967102
11104,KANGRA,ST,High,0,77.86662578582764,22.133368253707886
11104,KANGRA,Overall,High,0,71.34977579116821,28.650224208831787
11105,KINNAUR,General,High,1,0.02865889109671116,99.97133612632751
11105,KINNAUR,OBC,High,0,80.24546951055527,19.754528999328613
11105,KINNAUR,SC,High,0,81.68747425079346,18.31253170967102
11105,KINNAUR,ST,High,1,34.94790196418762,65.05209803581238
11105,KINNAUR,Overall,High,1,0.3390102181583643,99.66098666191101
11106,KULLU,General,High,0,63.75243067741394,36.24757528305054
11106,KULLU,OBC,High,0,80.24546951055527,19.754528999328613
11106,KULLU,SC,High,0,76.12848281860352,23.871517181396484
11106,KULLU,ST,High,1,0.1394646242260933,99.86054301261902
11106,KULLU,Overall,High,0,58.87324512004852,41.12675189971924
11107,LAHUL&SPITI,General,High,1,0.013134090113453567,99.9868631362915
11107,LAHUL&SPITI,OBC,High,0,80.24547547101974,19.754523038864136
11107,LAHUL&SPITI,SC,High,1,0.016318376583512872,99.9836802482605
11107,LAHUL&SPITI,ST,High,0,82.39225745201111,17.60774254798889
11107,LAHUL&SPITI,Overall,High,0,71.34977579116821,28.650224208831787
11108,MANDI,General,High,1,8.150918781757355,91.84908270835876
11108,MANDI,OBC,High,0,80.24546951055527,19.754528999328613
11108,MANDI,SC,High,0,81.68747425079346,18.31253170967102
11108,MANDI,ST,High,0,82.39225745201111,17.60774254798889
11108,MANDI,Overall,High,0,50.159257650375366,49.840742349624634
11109,SHIMLA,General,High,1,3.8767803460359573,96.12321853637695
11109,SHIMLA,OBC,High,0,80.24546951055527,19.754528999328613
11109,SHIMLA,SC,High,0,78.19709032773972,21.802914142608643
11109,SHIMLA,ST,High,0,82.39225745201111,17.60774254798889
11109,SHIMLA,Overall,High,1,14.319825172424316,85.6801688671112
11110,SIRMAUR,General,High,1,14.583639800548553,85.4163646697998
11110,SIRMAUR,OBC,High,0,80.24546951055527,19.754528999328613
11110,SIRMAUR,SC,High,0,81.68747425079346,18.31253170967102
11110,SIRMAUR,ST,High,0,82.39225745201111,17.60774254798889
11110,SIRMAUR,Overall,High,0,69.60456967353821,30.395430326461792
11111,SOLAN,General,High,1,4.134775325655937,95.86522579193115
11111,SOLAN,OBC,High,0,80.24546951055527,19.754528999328613
11111,SOLAN,SC,High,0,81.68747425079346,18.31253170967102
11111,SOLAN,ST,High,0,82.39225745201111,17.60774254798889
11111,SOLAN,Overall,High,1,46.39028310775757,53.60971689224243
11112,UNA,General,High,1,3.040386363863945,96.95960879325867
11112,UNA,OBC,High,0,80.24546951055527,19.754528999328613
11112,UNA,SC,High,1,27.131372690200806,72.8686273097992
11112,UNA,ST,High,0,82.39225745201111,17.60774254798889
11112,UNA,Overall,High,1,17.449909448623657,82.55009055137634
11201,ANANTNAG,General,High,1,0.9814922697842121,99.0185022354126
11201,ANANTNAG,OBC,High,1,4.768068715929985,95.23193836212158
11201,ANANTNAG,SC,High,0,81.68747425079346,18.31253170967102
11201,ANANTNAG,ST,High,1,0.3780375933274627,99.62196946144104
11201,ANANTNAG,Overall,High,1,0.7248979993164539,99.27510023117065
11202,BADGAM,General,High,1,0.7495745550841093,99.25042390823364
11202,BADGAM,OBC,High,0,80.24546951055527,19.754528999328613
11202,BADGAM,SC,High,1,0.038344747736118734,99.96165037155151
11202,BADGAM,ST,High,0,82.39225745201111,17.60774254798889
11202,BADGAM,Overall,High,1,6.842464208602905,93.1575357913971
11203,BANDIPORA,General,High,1,2.0872578024864197,97.91274666786194
11203,BANDIPORA,OBC,High,0,80.24546951055527,19.754528999328613
11203,BANDIPORA,SC,High,0,81.68747425079346,18.31253170967102
11203,BANDIPORA,ST,High,1,0.8372041396796703,99.16279315948486
11203,BANDIPORA,Overall,High,1,7.3969826102256775,92.6030158996582
11204,BARAMULA,General,High,1,0.23937046062201262,99.76062774658203
11204,BARAMULA,OBC,High,0,80.24546951055527,19.754528999328613
11204,BARAMULA,SC,High,1,1.4321589747456898e-08,100.0
11204,BARAMULA,ST,High,1,13.63205760717392,86.36794090270996
11204,BARAMULA,Overall,High,1,0.33835163339972496,99.6616542339325
11205,DODA,General,Middle,1,13.9578178524971,86.04217767715454
11205,DODA,OBC,Middle,1,0.01006815436994657,99.98992681503296
11205,DODA,SC,Middle,0,80.25783151388168,19.742166996002197
11205,DODA,ST,Middle,0,88.86526674032211,11.13472580909729
11205,DODA,Overall,Middle,1,19.264701008796692,80.73529601097107
11206,GANDERBAL,General,High,1,27.979683876037598,72.0203161239624
11206,GANDERBAL,OBC,High,1,0.05107299075461924,99.94891881942749
11206,GANDERBAL,SC,High,0,81.68747425079346,18.31253170967102
11206,GANDERBAL,ST,High,1,0.03661438531707972,99.96337890625
11206,GANDERBAL,Overall,High,1,0.2912928815931082,99.70870614051819
11207,JAMMU,General,High,1,1.0319869965314865,98.96801114082336
11207,JAMMU,OBC,High,0,80.24546951055527,19.754528999328613
11207,JAMMU,SC,High,0,81.68747425079346,18.31253170967102
11207,JAMMU,ST,High,0,82.39225745201111,17.60774254798889
11207,JAMMU,Overall,High,1,10.20280122756958,89.79719877243042
11208,KATHUA,General,High,1,7.6623596251010895,92.33764410018921
11208,KATHUA,OBC,High,0,80.24547547101974,19.754523038864136
11208,KATHUA,SC,High,1,23.63969534635544,76.36030316352844
11208,KATHUA,ST,High,1,0.13439621543511748,99.86560344696045
11208,KATHUA,Overall,High,1,4.60616908967495,95.39383053779602
11209,KISHTWAR,General,Middle,1,4.075772315263748,95.92422246932983
11209,KISHTWAR,OBC,Middle,1,0.012943703040946275,99.98705387115479
11209,KISHTWAR,SC,Middle,0,86.4868015050888,13.513201475143433
11209,KISHTWAR,ST,Middle,1,0.043766971793957055,99.95623230934143
11209,KISHTWAR,Overall,Middle,1,0.4963354207575321,99.50366616249084
11210,KULGAM,General,High,1,0.25674295611679554,99.74325299263
11210,KULGAM,OBC,High,0,80.24546951055527,19.754528999328613
11210,KULGAM,SC,High,0,81.68747425079346,18.31253170967102
11210,KULGAM,ST,High,1,13.050177693367004,86.94982528686523
11210,KULGAM,Overall,High,1,0.2801766153424978,99.7198224067688
11211,KUPWARA,General,High,1,41.54626727104187,58.45372676849365
11211,KUPWARA,OBC,High,0,80.24546951055527,19.754528999328613
11211,KUPWARA,SC,High,1,6.22460763488597e-09,100.0
11211,KUPWARA,ST,High,0,55.833205580711365,44.1667914390564
11211,KUPWARA,Overall,High,1,46.39028310775757,53.60971689224243
11212,PULWAMA,General,High,0,78.63240242004395,21.367603540420532
11212,PULWAMA,OBC,High,1,0.09661976946517825,99.90338087081909
11212,PULWAMA,SC,High,0,81.68747425079346,18.31253170967102
11212,PULWAMA,ST,High,1,0.13309333007782698,99.86690282821655
11212,PULWAMA,Overall,High,1,32.846757769584656,67.1532392501831
11213,PUNCH,General,High,1,44.01005506515503,55.98995089530945
11213,PUNCH,OBC,High,1,0.0009888596650853287,99.99901056289673
11213,PUNCH,SC,High,1,0.0001946874590430525,99.99980926513672
11213,PUNCH,ST,High,1,0.43298262171447277,99.56701993942261
11213,PUNCH,Overall,High,1,0.39207320660352707,99.60792660713196
11214,RAJAURI,General,High,1,0.413435697555542,99.58657026290894
11214,RAJAURI,OBC,High,1,0.020262671750970185,99.97974038124084
11214,RAJAURI,SC,High,0,81.68747574090958,18.312519788742065
11214,RAJAURI,ST,High,1,2.682572603225708,97.31742143630981
11214,RAJAURI,Overall,High,1,0.7397179491817951,99.26028847694397
11215,RAMBAN,General,High,1,0.6626624148339033,99.33733940124512
11215,RAMBAN,OBC,High,1,0.0032507807190995663,99.99674558639526
11215,RAMBAN,SC,High,0,81.68747425079346,18.31253170967102
11215,RAMBAN,ST,High,1,1.5090790577232838,98.49092364311218
11215,RAMBAN,Overall,High,1,0.39935694076120853,99.6006429195404
11216,REASI,General,High,1,0.278064445592463,99.72193241119385
11216,REASI,OBC,High,0,80.24546951055527,19.754528999328613
11216,REASI,SC,High,1,8.864584565162659,91.13541841506958
11216,REASI,ST,High,0,82.39225745201111,17.60774254798889
11216,REASI,Overall,High,1,0.9783636778593063,99.02163743972778
11217,SAMBA,General,High,1,24.107101559638977,75.89290142059326
11217,SAMBA,OBC,High,0,80.24546951055527,19.754528999328613
11217,SAMBA,SC,High,1,2.1033383905887604,97.89665937423706
11217,SAMBA,ST,High,1,33.06548595428467,66.93452000617981
11217,SAMBA,Overall,High,1,25.588229298591614,74.41177368164062
11218,SHOPIAN,General,High,1,20.61707377433777,79.38292622566223
11218,SHOPIAN,OBC,High,1,0.0009057443094206974,99.99909400939941
11218,SHOPIAN,SC,High,0,81.68747425079346,18.31253170967102
11218,SHOPIAN,ST,High,0,82.39225745201111,17.60774254798889
11218,SHOPIAN,Overall,High,1,8.900035172700882,91.09996557235718
11219,SRINAGAR,General,High,1,28.319042921066284,71.68095707893372
11219,SRINAGAR,OBC,High,0,80.24546951055527,19.754528999328613
11219,SRINAGAR,SC,High,1,19.1390722990036,80.86092472076416
11219,SRINAGAR,ST,High,0,82.39225745201111,17.60774254798889
11219,SRINAGAR,Overall,High,1,34.723180532455444,65.27681946754456
11220,UDHAMPUR,General,High,1,16.108393669128418,83.89160633087158
11220,UDHAMPUR,OBC,High,1,0.1183292712084949,99.8816728591919
11220,UDHAMPUR,SC,High,1,0.2442087745293975,99.75578784942627
11220,UDHAMPUR,ST,High,1,0.12215798487886786,99.87784028053284
11220,UDHAMPUR,Overall,High,1,0.38874188903719187,99.61126446723938
11301,BOKARO,General,High,0,78.63239794969559,21.367603540420532
11301,BOKARO,OBC,High,0,54.40964102745056,45.59035301208496
11301,BOKARO,SC,High,0,69.15507018566132,30.844932794570923
11301,BOKARO,ST,High,0,51.24543607234955,48.75456690788269
11301,BOKARO,Overall,High,0,71.34977579116821,28.650224208831787
11302,CHATRA,General,High,1,0.24407499004155397,99.75591897964478
11302,CHATRA,OBC,High,1,2.890188805758953,97.10981249809265
11302,CHATRA,SC,High,1,0.07441090419888496,99.92558360099792
11302,CHATRA,ST,High,1,0.14248575316742063,99.85750913619995
11302,CHATRA,Overall,High,1,0.21502093877643347,99.78498220443726
11303,DEOGHAR,General,High,1,0.29592502396553755,99.70406889915466
11303,DEOGHAR,OBC,High,1,0.27058625128120184,99.72941279411316
11303,DEOGHAR,SC,High,1,0.3678000532090664,99.63220357894897
11303,DEOGHAR,ST,High,1,0.014696129073854536,99.98530149459839
11303,DEOGHAR,Overall,High,1,0.23654045071452856,99.76345300674438
11304,DHANBAD,General,High,1,0.3953653387725353,99.60463643074036
11304,DHANBAD,OBC,High,1,0.207767472602427,99.79223608970642
11304,DHANBAD,SC,High,1,0.22503884974867105,99.77496266365051
11304,DHANBAD,ST,High,1,0.0809687189757824,99.91902709007263
11304,DHANBAD,Overall,High,1,0.24545148480683565,99.75454211235046
11305,DUMKA,General,High,1,0.2684944774955511,99.7314989566803
11305,DUMKA,OBC,High,1,0.22328579798340797,99.77672100067139
11305,DUMKA,SC,High,1,0.33860947005450726,99.66139197349548
11305,DUMKA,ST,High,1,0.14728381065651774,99.85271692276001
11305,DUMKA,Overall,High,1,0.2586935879662633,99.74130988121033
11306,GARHWA,General,High,1,0.042414062772877514,99.95759129524231
11306,GARHWA,OBC,High,0,80.24546951055527,19.754528999328613
11306,GARHWA,SC,High,1,0.31326881144195795,99.68673586845398
11306,GARHWA,ST,High,1,0.10554685723036528,99.89445805549622
11306,GARHWA,Overall,High,1,10.67330315709114,89.3267035484314
11307,GIRIDIH,General,High,0,78.63240242004395,21.367603540420532
11307,GIRIDIH,OBC,High,1,0.5659309681504965,99.43406581878662
11307,GIRIDIH,SC,High,1,1.9057359546422958,98.09426069259644
11307,GIRIDIH,ST,High,1,0.04867523384746164,99.95132684707642
11307,GIRIDIH,Overall,High,1,0.4066457040607929,99.59335923194885
11308,GODDA,General,High,1,0.025444079074077308,99.97455477714539
11308,GODDA,OBC,High,1,0.33679024782031775,99.66321587562561
11308,GODDA,SC,High,1,0.2085853135213256,99.79141354560852
11308,GODDA,ST,High,1,0.15798354288563132,99.84201192855835
11308,GODDA,Overall,High,1,0.28291537892073393,99.71708655357361
11309,GUMLA,General,Low,0,74.54698383808136,25.45301914215088
11309,GUMLA,OBC,Low,1,0.062247697496786714,99.93775486946106
11309,GUMLA,SC,Low,1,0.05461426917463541,99.94538426399231
11309,GUMLA,ST,Low,1,0.026743998751044273,99.97325539588928
11309,GUMLA,Overall,Low,1,0.05966341122984886,99.94033575057983
11310,HAZARIBAG,General,Low,1,0.008673223055666313,99.9913215637207
11310,HAZARIBAG,OBC,Low,0,67.59748756885529,32.402509450912476
11310,HAZARIBAG,SC,Low,1,0.04918212071061134,99.95081424713135
11310,HAZARIBAG,ST,Low,1,0.0325908389640972,99.96740818023682
11310,HAZARIBAG,Overall,Low,1,17.981350421905518,82.01864957809448
11311,JAMTARA,General,Middle,1,0.09898579446598887,99.90100860595703
11311,JAMTARA,OBC,Middle,1,0.33731497824192047,99.66268539428711
11311,JAMTARA,SC,Middle,1,0.07012609275989234,99.92986917495728
11311,JAMTARA,ST,Middle,1,0.05823641549795866,99.94176626205444
11311,JAMTARA,Overall,Middle,1,0.09718219516798854,99.9028205871582
11312,KHUNTI,General,High,0,78.63240242004395,21.367603540420532
11312,KHUNTI,OBC,High,0,80.24546951055527,19.754528999328613
11312,KHUNTI,SC,High,1,1.4759187586605549,98.52407574653625
11312,KHUNTI,ST,High,1,5.453013256192207,94.54699158668518
11312,KHUNTI,Overall,High,1,16.971774399280548,83.0282211303711
11313,KODARMA,General,High,0,78.63240242004395,21.367603540420532
11313,KODARMA,OBC,High,1,5.770217627286911,94.22977566719055
11313,KODARMA,SC,High,1,0.2353427466005087,99.76465106010437
11313,KODARMA,ST,High,1,0.0001425745267624734,99.99985694885254
11313,KODARMA,Overall,High,1,0.6594184320420027,99.3405818939209
11314,LATEHAR,General,High,1,0.02655969583429396,99.97343420982361
11314,LATEHAR,OBC,High,0,80.24546951055527,19.754528999328613
11314,LATEHAR,SC,High,1,0.12113306438550353,99.87886548042297
11314,LATEHAR,ST,High,1,0.17722295597195625,99.82277750968933
11314,LATEHAR,Overall,High,1,0.301086762920022,99.69891905784607
11315,LOHARDAGA,General,High,0,78.63240242004395,21.367603540420532
11315,LOHARDAGA,OBC,High,1,5.001910030841827,94.99809145927429
11315,LOHARDAGA,SC,High,1,0.06671450100839138,99.9332845211029
11315,LOHARDAGA,ST,High,0,82.39225745201111,17.60774254798889
11315,LOHARDAGA,Overall,High,1,30.665645003318787,69.33435797691345
11316,PAKAUR,General,High,0,78.63240242004395,21.367603540420532
11316,PAKAUR,OBC,High,1,0.1560440636239946,99.8439610004425
11316,PAKAUR,SC,High,1,0.14350989367812872,99.85648989677429
11316,PAKAUR,ST,High,1,0.054291641572490335,99.9457061290741
11316,PAKAUR,Overall,High,1,0.16889392863959074,99.83110427856445
11317,PALAMU,General,Low,0,74.54698383808136,25.45301914215088
11317,PALAMU,OBC,Low,0,67.59748756885529,32.402509450912476
11317,PALAMU,SC,Low,1,0.3924942575395107,99.60749745368958
11317,PALAMU,ST,Low,1,0.04355387936811894,99.95644688606262
11317,PALAMU,Overall,Low,1,17.490969598293304,82.50902891159058
11318,PASHCHIMISINGHBHUM,General,Low,1,0.16479651676490903,99.835205078125
11318,PASHCHIMISINGHBHUM,OBC,Low,1,17.995937168598175,82.00406432151794
11318,PASHCHIMISINGHBHUM,SC,Low,1,0.040042345062829554,99.95996356010437
11318,PASHCHIMISINGHBHUM,ST,Low,1,0.29275657143443823,99.70724582672119
11318,PASHCHIMISINGHBHUM,Overall,Low,1,0.20251511596143246,99.79748129844666
11319,PURBISINGHBHUM,General,Low,1,0.5904037039726973,99.40959215164185
11319,PURBISINGHBHUM,OBC,Low,1,31.856632232666016,68.14336776733398
11319,PURBISINGHBHUM,SC,Low,1,0.2512373961508274,99.74876642227173
11319,PURBISINGHBHUM,ST,Low,0,63.663533329963684,36.33646368980408
11319,PURBISINGHBHUM,Overall,Low,1,3.7377458065748215,96.2622582912445
11320,RAMGARH,General,High,0,78.63239794969559,21.367603540420532
11320,RAMGARH,OBC,High,0,80.24547547101974,19.754523038864136
11320,RAMGARH,SC,High,0,81.68747425079346,18.31253170967102
11320,RAMGARH,ST,High,0,82.39225745201111,17.60774254798889
11320,RAMGARH,Overall,High,0,71.34977579116821,28.650224208831787
11321,RANCHI,General,Low,0,60.32857596874237,39.67142701148987
11321,RANCHI,OBC,Low,1,11.703711748123169,88.29628229141235
11321,RANCHI,SC,Low,1,2.239394560456276,97.76060581207275
11321,RANCHI,ST,Low,1,13.493885099887848,86.50611639022827
11321,RANCHI,Overall,Low,1,7.880263030529022,92.11972951889038
11322,SAHIBGANJ,General,High,1,0.0831107550766319,99.9168872833252
11322,SAHIBGANJ,OBC,High,1,0.11336344759911299,99.88664388656616
11322,SAHIBGANJ,SC,High,1,0.25939522311091423,99.74060654640198
11322,SAHIBGANJ,ST,High,1,0.14360053464770317,99.8564064502716
11322,SAHIBGANJ,Overall,High,1,0.16024115029722452,99.83975291252136
11323,SARAIKELA-KHARSAWAN,General,High,0,78.63240242004395,21.367603540420532
11323,SARAIKELA-KHARSAWAN,OBC,High,1,0.18886063480749726,99.8111367225647
11323,SARAIKELA-KHARSAWAN,SC,High,0,81.68747425079346,18.31253170967102
11323,SARAIKELA-KHARSAWAN,ST,High,1,0.2055971184745431,99.79440569877625
11323,SARAIKELA-KHARSAWAN,Overall,High,1,4.910225048661232,95.0897753238678
11324,SIMDEGA,General,High,1,0.0690594781190157,99.93094205856323
11324,SIMDEGA,OBC,High,0,80.24546951055527,19.754528999328613
11324,SIMDEGA,SC,High,1,0.474771810695529,99.5252251625061
11324,SIMDEGA,ST,High,1,0.18642747309058905,99.81356859207153
11324,SIMDEGA,Overall,High,1,0.37804441526532173,99.62195754051208
11401,BAGALKOT,General,Low,0,74.54698383808136,25.45301914215088
11401,BAGALKOT,OBC,Low,1,5.411167070269585,94.5888340473175
11401,BAGALKOT,SC,Low,1,16.448993980884552,83.55100750923157
11401,BAGALKOT,ST,Low,1,24.003198742866516,75.99680423736572
11401,BAGALKOT,Overall,Low,1,7.880263030529022,92.11972951889038
11402,BALLARI,General,Low,1,5.5854388847365044e-05,99.99994039535522
11402,BALLARI,OBC,Low,1,1.1715807346490692e-05,99.99998807907104
11402,BALLARI,SC,Low,1,2.6790695883960325e-06,100.0
11402,BALLARI,ST,Low,1,4.887519367002824e-06,100.0
11402,BALLARI,Overall,Low,1,9.977367199098808e-06,99.99998807907104
11403,BELAGAVI,General,Low,1,0.03346781595610082,99.9665379524231
11403,BELAGAVI,OBC,Low,0,67.59748756885529,32.402509450912476
11403,BELAGAVI,SC,Low,1,0.591276166960597,99.40872192382812
11403,BELAGAVI,ST,Low,1,2.1896740421652794,97.81032800674438
11403,BELAGAVI,Overall,Low,1,5.580587685108185,94.41941380500793
11404,BELAGAVICHIKKODI,General,Low,1,0.014291235129348934,99.98570680618286
11404,BELAGAVICHIKKODI,OBC,Low,0,67.59748756885529,32.402509450912476
11404,BELAGAVICHIKKODI,SC,Low,0,61.668792366981506,38.33121061325073
11404,BELAGAVICHIKKODI,ST,Low,0,76.53573751449585,23.464256525039673
11404,BELAGAVICHIKKODI,Overall,Low,0,54.89836037158966,45.1016366481781
11405,BENGALURURURAL,General,Low,1,2.800523489713669,97.1994698047638
11405,BENGALURURURAL,OBC,Low,0,67.59748756885529,32.402509450912476
11405,BENGALURURURAL,SC,Low,0,62.85334229469299,37.14665770530701
11405,BENGALURURURAL,ST,Low,1,5.486128479242325,94.5138692855835
11405,BENGALURURURAL,Overall,Low,0,57.38065540790558,42.61934757232666
11406,BENGALURUUNORTH,General,Low,0,74.22678470611572,25.773215293884277
11406,BENGALURUUNORTH,OBC,Low,0,67.59748756885529,32.402509450912476
11406,BENGALURUUNORTH,SC,Low,1,0.04708906344603747,99.95291233062744
11406,BENGALURUUNORTH,ST,Low,1,0.018355516658630222,99.98164772987366
11406,BENGALURUUNORTH,Overall,Low,1,14.558011293411255,85.44198870658875
11407,BENGALURUUSOUTH,General,Low,1,1.3694217428565025,98.6305832862854
11407,BENGALURUUSOUTH,OBC,Low,1,6.964312493801117,93.03568601608276
11407,BENGALURUUSOUTH,SC,Low,1,0.04718224809039384,99.9528169631958
11407,BENGALURUUSOUTH,ST,Low,1,0.005000834062229842,99.99499320983887
11407,BENGALURUUSOUTH,Overall,Low,1,0.523475045338273,99.47652816772461
11408,BIDAR,General,High,1,0.05318043986335397,99.94682669639587
11408,BIDAR,OBC,High,0,57.30479657649994,42.69520044326782
11408,BIDAR,SC,High,1,26.473036408424377,73.52696061134338
11408,BIDAR,ST,High,1,8.190987259149551,91.80901646614075
11408,BIDAR,Overall,High,1,5.755634605884552,94.24436688423157
11409,CHAMARAJANAGARA,General,High,0,66.42043888568878,33.57955813407898
11409,CHAMARAJANAGARA,OBC,High,1,41.09399616718292,58.90600085258484
11409,CHAMARAJANAGARA,SC,High,1,19.663801789283752,80.33620119094849
11409,CHAMARAJANAGARA,ST,High,1,24.204926192760468,75.79507827758789
11409,CHAMARAJANAGARA,Overall,High,1,22.52601832151413,77.47398614883423
11410,CHIKKABALLAPURA,General,High,1,0.1913542626425624,99.80864524841309
11410,CHIKKABALLAPURA,OBC,High,0,54.40964102745056,45.59035301208496
11410,CHIKKABALLAPURA,SC,High,0,81.68747425079346,18.31253170967102
11410,CHIKKABALLAPURA,ST,High,0,82.39225745201111,17.60774254798889
11410,CHIKKABALLAPURA,Overall,High,1,49.73978102207184,50.26021599769592
11411,CHIKKAMANGALURU,General,High,1,0.2628085669130087,99.73719120025635
11411,CHIKKAMANGALURU,OBC,High,0,80.24546951055527,19.754528999328613
11411,CHIKKAMANGALURU,SC,High,1,37.32832372188568,62.6716673374176
11411,CHIKKAMANGALURU,ST,High,1,11.430119723081589,88.56988549232483
11411,CHIKKAMANGALURU,Overall,High,1,43.07304322719574,56.9269597530365
11412,CHITRADURGA,General,High,1,0.11352607980370522,99.88647699356079
11412,CHITRADURGA,OBC,High,0,76.25665664672852,23.743337392807007
11412,CHITRADURGA,SC,High,0,81.68747425079346,18.31253170967102
11412,CHITRADURGA,ST,High,0,82.39225745201111,17.60774254798889
11412,CHITRADURGA,Overall,High,0,62.474510073661804,37.525492906570435
11413,DAKSHINAKANNADA,General,High,0,78.63240242004395,21.367603540420532
11413,DAKSHINAKANNADA,OBC,High,0,80.24546951055527,19.754528999328613
11413,DAKSHINAKANNADA,SC,High,0,81.68747425079346,18.31253170967102
11413,DAKSHINAKANNADA,ST,High,0,82.39225745201111,17.60774254798889
11413,DAKSHINAKANNADA,Overall,High,0,71.34977579116821,28.650224208831787
11414,DAVANAGERE,General,High,1,0.17461724346503615,99.82537627220154
11414,DAVANAGERE,OBC,High,0,80.24546951055527,19.754528999328613
11414,DAVANAGERE,SC,High,0,72.27992415428162,27.720075845718384
11414,DAVANAGERE,ST,High,1,39.65208828449249,60.347914695739746
11414,DAVANAGERE,Overall,High,1,39.01548683643341,60.98450422286987
11415,DHARWAD,General,High,0,78.63240242004395,21.367603540420532
11415,DHARWAD,OBC,High,0,66.00314378738403,33.99685025215149
11415,DHARWAD,SC,High,1,6.20243027806282,93.79756450653076
11415,DHARWAD,ST,High,0,60.32353341579437,39.676469564437866
11415,DHARWAD,Overall,High,0,57.649245858192444,42.35075116157532
11416,GADAG,General,High,0,78.63240242004395,21.367603540420532
11416,GADAG,OBC,High,1,46.03997468948364,53.960031270980835
11416,GADAG,SC,High,0,64.70350921154022,35.29649376869202
11416,GADAG,ST,High,0,82.39225745201111,17.60774254798889
11416,GADAG,Overall,High,0,69.60456967353821,30.395430326461792
11417,HASSAN,General,High,1,25.67513883113861,74.32485818862915
11417,HASSAN,OBC,High,0,80.24546951055527,19.754528999328613
11417,HASSAN,SC,High,0,75.82222372293472,24.17777180671692
11417,HASSAN,ST,High,0,82.39225745201111,17.60774254798889
11417,HASSAN,Overall,High,0,71.34977579116821,28.650224208831787
11418,HAVERI,General,High,0,78.63240242004395,21.367603540420532
11418,HAVERI,OBC,High,1,24.691519141197205,75.30848383903503
11418,HAVERI,SC,High,1,15.763863921165466,84.2361330986023
11418,HAVERI,ST,High,1,19.361041486263275,80.6389570236206
11418,HAVERI,Overall,High,1,22.52601832151413,77.47398614883423
11419,KALBURGI,General,High,1,0.18119970336556435,99.81879591941833
11419,KALBURGI,OBC,High,0,67.12338924407959,32.87660479545593
11419,KALBURGI,SC,High,0,68.07112097740173,31.928879022598267
11419,KALBURGI,ST,High,0,82.39225745201111,17.60774254798889
11419,KALBURGI,Overall,High,1,42.252179980278015,57.747817039489746
11420,KODAGU,General,High,1,24.72638636827469,75.27362108230591
