DNo,Location,Social Category,Income,dropout,prim_Girls_social_category,prim_Girls_income
10214,GOALPARA,Overall,High,1,0.10851180413737893,99.89148378372192
10215,GOLAGHAT,General,High,0,74.59421455860138,25.40578842163086
10215,GOLAGHAT,OBC,High,1,0.06971724797040224,99.9302864074707
10215,GOLAGHAT,SC,High,0,72.45942950248718,27.540570497512817
10215,GOLAGHAT,ST,High,1,0.6533087696880102,99.34669137001038
10215,GOLAGHAT,Overall,High,1,0.2955707022920251,99.70442652702332
10216,HAILAKANDI,General,High,1,0.025145875406451523,99.97485280036926
10216,HAILAKANDI,OBC,High,1,0.383481802418828,99.61651563644409
10216,HAILAKANDI,SC,High,1,1.1429114267230034,98.85708689689636
10216,HAILAKANDI,ST,High,1,0.0034289474569959566,99.99656677246094
10216,HAILAKANDI,Overall,High,1,0.0491453567519784,99.95085000991821
10217,HOJAI,General,High,1,11.009839922189713,88.99016380310059
10217,HOJAI,OBC,High,1,0.4179425071924925,99.58205223083496
10217,HOJAI,SC,High,1,19.45018768310547,80.54981231689453
10217,HOJAI,ST,High,1,16.978798806667328,83.02119970321655
10217,HOJAI,Overall,High,1,6.317261606454849,93.68273615837097
10218,JORHAT,General,High,1,0.07615841459482908,99.923837184906
10218,JORHAT,OBC,High,0,68.98719072341919,31.01280927658081
10218,JORHAT,SC,High,1,0.3956880420446396,99.60430860519409
10218,JORHAT,ST,High,0,77.12338268756866,22.876614332199097
10218,JORHAT,Overall,High,1,5.911443009972572,94.08855438232422
10219,KAMRUP-METRO,General,High,1,0.7463546004146338,99.25364255905151
10219,KAMRUP-METRO,OBC,High,0,80.2348867058754,19.765114784240723
10219,KAMRUP-METRO,SC,High,1,7.1029432117938995,92.89705753326416
10219,KAMRUP-METRO,ST,High,1,0.090684526367113,99.90931749343872
10219,KAMRUP-METRO,Overall,High,1,3.4666791558265686,96.53332829475403
10220,KAMRUP-RURAL,General,High,1,0.04027420072816312,99.95972514152527
10220,KAMRUP-RURAL,OBC,High,0,80.2348867058754,19.765114784240723
10220,KAMRUP-RURAL,SC,High,0,78.93815338611603,21.061843633651733
10220,KAMRUP-RURAL,ST,High,1,2.479030564427376,97.52097725868225
10220,KAMRUP-RURAL,Overall,High,1,0.20580051932483912,99.79420304298401
10221,KARBIANGLONG,General,High,1,0.14317454770207405,99.85681772232056
10221,KARBIANGLONG,OBC,High,1,0.03707170544657856,99.9629259109497
10221,KARBIANGLONG,SC,High,0,78.93815338611603,21.061843633651733
10221,KARBIANGLONG,ST,High,1,0.033454643562436104,99.96654987335205
10221,KARBIANGLONG,Overall,High,1,0.0447276805061847,99.95526671409607
10222,KARIMGANJ,General,High,1,0.2922738203778863,99.7077226638794
10222,KARIMGANJ,OBC,High,1,0.03174382436554879,99.96825456619263
10222,KARIMGANJ,SC,High,1,0.029546883888542652,99.97045397758484
10222,KARIMGANJ,ST,High,1,0.00425641774199903,99.99574422836304
10222,KARIMGANJ,Overall,High,1,0.1392114907503128,99.86079335212708
10223,KOKRAJHAR,General,High,1,0.08275605505332351,99.91724491119385
10223,KOKRAJHAR,OBC,High,1,0.22029445972293615,99.77971315383911
10223,KOKRAJHAR,SC,High,1,2.957073226571083,97.04293012619019
10223,KOKRAJHAR,ST,High,1,0.04903395310975611,99.95096921920776
10223,KOKRAJHAR,Overall,High,1,0.09344238205812871,99.90655779838562
10224,LAKHIMPUR,General,Low,1,23.79685342311859,76.20314359664917
10224,LAKHIMPUR,OBC,Low,1,0.06698478828184307,99.93301630020142
10224,LAKHIMPUR,SC,Low,1,0.060590391512960196,99.93940591812134
10224,LAKHIMPUR,ST,Low,1,3.6112263798713684,96.38877511024475
10224,LAKHIMPUR,Overall,Low,1,0.4353512078523636,99.56464171409607
10225,MAJULI,General,Low,1,0.017713116540107876,99.98229146003723
10225,MAJULI,OBC,Low,1,0.27810572646558285,99.72189664840698
10225,MAJULI,SC,Low,1,0.027684067026712,99.97231364250183
10225,MAJULI,ST,Low,1,9.677334874868393,90.32266139984131
10225,MAJULI,Overall,Low,1,0.36391441244632006,99.63608384132385
10226,MORIGAON,General,High,1,0.7876010611653328,99.21240210533142
10226,MORIGAON,OBC,High,1,0.2534667728468776,99.74653720855713
10226,MORIGAON,SC,High,0,78.93815338611603,21.061843633651733
10226,MORIGAON,ST,High,1,0.35958022344857454,99.64041709899902
10226,MORIGAON,Overall,High,1,1.3812905177474022,98.61871004104614
10227,NAGAON,General,High,1,0.09880191646516323,99.90119934082031
10227,NAGAON,OBC,High,1,4.125949740409851,95.87404727935791
10227,NAGAON,SC,High,1,24.59631860256195,75.40367841720581
10227,NAGAON,ST,High,1,8.310019224882126,91.68998003005981
10227,NAGAON,Overall,High,1,0.18512558890506625,99.81487989425659
10228,NALBARI,General,High,1,0.1392663223668933,99.8607337474823
10228,NALBARI,OBC,High,1,0.1777112134732306,99.82228875160217
10228,NALBARI,SC,High,1,0.7671535480767488,99.23284649848938
10228,NALBARI,ST,High,1,0.023595824313815683,99.97640252113342
10228,NALBARI,Overall,High,1,0.153829506598413,99.84617233276367
10229,SIBSAGAR,General,High,1,17.126677930355072,82.87332057952881
10229,SIBSAGAR,OBC,High,0,56.24414384365082,43.75585913658142
10229,SIBSAGAR,SC,High,0,78.93815338611603,21.061843633651733
10229,SIBSAGAR,ST,High,0,77.12338268756866,22.876614332199097
10229,SIBSAGAR,Overall,High,0,69.83145475387573,30.16853928565979
10230,SONITPUR,General,High,1,32.964739203453064,67.0352578163147
10230,SONITPUR,OBC,High,1,0.0783171970397234,99.92167949676514
10230,SONITPUR,SC,High,1,0.19102541264146566,99.80897307395935
10230,SONITPUR,ST,High,1,0.01838766038417816,99.98161196708679
10230,SONITPUR,Overall,High,1,0.2798595931380987,99.72014427185059
10231,SOUTHSALMARA-MANKACHAR,General,High,1,0.00025543401989125414,99.99974966049194
10231,SOUTHSALMARA-MANKACHAR,OBC,High,1,0.0004701098532677861,99.99953508377075
10231,SOUTHSALMARA-MANKACHAR,SC,High,1,0.1858134171925485,99.8141884803772
10231,SOUTHSALMARA-MANKACHAR,ST,High,1,0.0036647787055699155,99.99634027481079
10231,SOUTHSALMARA-MANKACHAR,Overall,High,1,0.0002900522076743073,99.99971389770508
10232,TAMULPUR,General,High,0,77.79921293258667,22.200793027877808
10232,TAMULPUR,OBC,High,0,80.2348867058754,19.765114784240723
10232,TAMULPUR,SC,High,0,78.93815338611603,21.061843633651733
10232,TAMULPUR,ST,High,0,77.12338268756866,22.876614332199097
10232,TAMULPUR,Overall,High,0,73.42084348201752,26.579153537750244
10233,TINSUKIA,General,Low,0,70.36560475826263,29.634398221969604
10233,TINSUKIA,OBC,Low,1,0.22131474688649178,99.77868795394897
10233,TINSUKIA,SC,Low,1,17.619068920612335,82.38093256950378
10233,TINSUKIA,ST,Low,0,62.53882050514221,37.461185455322266
10233,TINSUKIA,Overall,Low,1,0.42320694774389267,99.57679510116577
10234,UDALGURI,General,High,1,1.619705744087696,98.38029146194458
10234,UDALGURI,OBC,High,1,0.05000161472707987,99.94999170303345
10234,UDALGURI,SC,High,1,0.026011053705587983,99.97398257255554
10234,UDALGURI,ST,High,1,34.31094586849213,65.68905711174011
10234,UDALGURI,Overall,High,1,0.30375306960195303,99.69624876976013
10235,WESTKARBIANGLONG,General,High,0,77.79921293258667,22.200793027877808
10235,WESTKARBIANGLONG,OBC,High,1,0.2099728910252452,99.79002475738525
10235,WESTKARBIANGLONG,SC,High,0,78.93815338611603,21.061843633651733
10235,WESTKARBIANGLONG,ST,High,1,0.021593645215034485,99.97840523719788
10235,WESTKARBIANGLONG,Overall,High,1,0.052523810882121325,99.9474823474884
10301,ARARIA,General,High,0,77.79921293258667,22.200793027877808
10301,ARARIA,OBC,High,0,80.2348867058754,19.765114784240723
10301,ARARIA,SC,High,1,8.49921852350235,91.50078296661377
10301,ARARIA,ST,High,0,77.12338268756866,22.876614332199097
10301,ARARIA,Overall,High,0,70.20260393619537,29.797393083572388
10302,ARWAL,General,Low,1,3.556991368532181,96.44300937652588
10302,ARWAL,OBC,Low,1,43.05049180984497,56.94950222969055
10302,ARWAL,SC,Low,0,74.80748295783997,25.192517042160034
10302,ARWAL,ST,Low,0,80.59731274843216,19.402682781219482
10302,ARWAL,Overall,Low,0,73.99613857269287,26.00386142730713
10303,AURANGABAD(BIHAR),General,Low,0,76.21768712997437,23.782312870025635
10303,AURANGABAD(BIHAR),OBC,Low,0,79.87311631441116,20.12687921524048
10303,AURANGABAD(BIHAR),SC,Low,0,74.80748295783997,25.192517042160034
10303,AURANGABAD(BIHAR),ST,Low,0,80.59731274843216,19.402682781219482
10303,AURANGABAD(BIHAR),Overall,Low,0,73.99613857269287,26.00386142730713
10304,BANKA,General,High,0,77.79921293258667,22.200793027877808
10304,BANKA,OBC,High,0,80.2348867058754,19.765114784240723
10304,BANKA,SC,High,0,78.93815338611603,21.061843633651733
10304,BANKA,ST,High,1,5.595886334776878,94.40411329269409
10304,BANKA,Overall,High,0,73.42084348201752,26.579153537750244
10305,BEGUSARAI,General,High,0,77.79921293258667,22.200793027877808
10305,BEGUSARAI,OBC,High,0,80.2348867058754,19.765114784240723
10305,BEGUSARAI,SC,High,0,78.93815338611603,21.061843633651733
10305,BEGUSARAI,ST,High,0,77.12338268756866,22.876614332199097
10305,BEGUSARAI,Overall,High,0,73.42084348201752,26.579153537750244
10306,BHAGALPUR,General,Low,0,76.21768862009048,23.782312870025635
10306,BHAGALPUR,OBC,Low,0,79.87312823534012,20.126873254776
10306,BHAGALPUR,SC,Low,0,74.80748295783997,25.192517042160034
10306,BHAGALPUR,ST,Low,0,80.59731274843216,19.402682781219482
10306,BHAGALPUR,Overall,Low,0,73.99613857269287,26.00386142730713
10307,BHOJPUR,General,Low,1,9.47011485695839,90.52988886833191
10307,BHOJPUR,OBC,Low,0,79.87312823534012,20.126873254776
10307,BHOJPUR,SC,Low,0,74.80748295783997,25.192517042160034
10307,BHOJPUR,ST,Low,0,80.59731274843216,19.402682781219482
10307,BHOJPUR,Overall,Low,0,73.99613857269287,26.00386142730713
10308,BUXAR,General,High,0,77.79921293258667,22.200793027877808
10308,BUXAR,OBC,High,0,80.2348867058754,19.765114784240723
10308,BUXAR,SC,High,0,78.93815338611603,21.061843633651733
10308,BUXAR,ST,High,0,77.12338268756866,22.876614332199097
10308,BUXAR,Overall,High,0,73.42084348201752,26.579153537750244
10309,DARBHANGA,General,High,0,77.79921293258667,22.200793027877808
10309,DARBHANGA,OBC,High,0,80.2348867058754,19.765114784240723
10309,DARBHANGA,SC,High,0,78.93815338611603,21.061843633651733
10309,DARBHANGA,ST,High,1,6.479108360935015e-07,100.0
10309,DARBHANGA,Overall,High,0,73.42084348201752,26.579153537750244
10310,GAYA,General,Low,1,0.20529294852167368,99.79470372200012
10310,GAYA,OBC,Low,1,11.831055581569672,88.16893696784973
10310,GAYA,SC,Low,0,74.80748295783997,25.192517042160034
10310,GAYA,ST,Low,1,0.001121019340644125,99.99887943267822
10310,GAYA,Overall,Low,1,20.82257717847824,79.17742133140564
10311,GOPALGANJ,General,Low,1,0.00021043119886599015,99.99978542327881
10311,GOPALGANJ,OBC,Low,0,79.87312823534012,20.126873254776
10311,GOPALGANJ,SC,Low,1,0.005317944669513963,99.99468326568604
10311,GOPALGANJ,ST,Low,1,0.0010668433787941467,99.998939037323
10311,GOPALGANJ,Overall,Low,1,0.3218916244804859,99.67811107635498
10312,JAMUI,General,High,0,77.79921293258667,22.200793027877808
10312,JAMUI,OBC,High,0,80.2348867058754,19.765114784240723
10312,JAMUI,SC,High,0,78.93815338611603,21.061843633651733
10312,JAMUI,ST,High,0,77.12338268756866,22.876614332199097
10312,JAMUI,Overall,High,0,73.42084348201752,26.579153537750244
10313,JEHANABAD,General,High,0,53.919827938079834,46.080178022384644
10313,JEHANABAD,OBC,High,0,80.2348867058754,19.765114784240723
10313,JEHANABAD,SC,High,0,78.93815338611603,21.061843633651733
10313,JEHANABAD,ST,High,0,77.12338268756866,22.876614332199097
10313,JEHANABAD,Overall,High,0,73.42084348201752,26.579153537750244
10314,KAIMUR(BHABUA),General,High,0,77.79921293258667,22.200793027877808
10314,KAIMUR(BHABUA),OBC,High,0,80.2348867058754,19.765114784240723
10314,KAIMUR(BHABUA),SC,High,0,78.93815338611603,21.061843633651733
10314,KAIMUR(BHABUA),ST,High,0,77.12338268756866,22.876614332199097
10314,KAIMUR(BHABUA),Overall,High,0,73.42084348201752,26.579153537750244
10315,KATIHAR,General,High,0,77.79921293258667,22.200793027877808
10315,KATIHAR,OBC,High,0,80.2348867058754,19.765114784240723
10315,KATIHAR,SC,High,0,78.93815338611603,21.061843633651733
10315,KATIHAR,ST,High,0,77.12338268756866,22.876614332199097
10315,KATIHAR,Overall,High,0,73.42084348201752,26.57915949821472
10316,KHAGARIA,General,High,0,77.79921293258667,22.200793027877808
10316,KHAGARIA,OBC,High,0,80.2348867058754,19.765114784240723
10316,KHAGARIA,SC,High,1,16.33761078119278,83.66239070892334
10316,KHAGARIA,ST,High,0,77.12338268756866,22.876614332199097
10316,KHAGARIA,Overall,High,0,73.42084348201752,26.579153537750244
10317,KISHANGANJ,General,High,0,77.79921293258667,22.200793027877808
10317,KISHANGANJ,OBC,High,0,80.2348867058754,19.765114784240723
10317,KISHANGANJ,SC,High,1,12.244654446840286,87.75534629821777
10317,KISHANGANJ,ST,High,0,77.12338268756866,22.876614332199097
10317,KISHANGANJ,Overall,High,0,73.42084348201752,26.579153537750244
10318,LAKHISARAI,General,High,0,77.79921293258667,22.200793027877808
10318,LAKHISARAI,OBC,High,0,80.2348867058754,19.765114784240723
10318,LAKHISARAI,SC,High,1,24.269671738147736,75.7303237915039
10318,LAKHISARAI,ST,High,0,77.12338268756866,22.876614332199097
10318,LAKHISARAI,Overall,High,0,73.42084348201752,26.579153537750244
10319,MADHEPURA,General,High,1,0.0034380966098979115,99.99656677246094
10319,MADHEPURA,OBC,High,0,80.2348867058754,19.765114784240723
10319,MADHEPURA,SC,High,0,78.93815338611603,21.061843633651733
10319,MADHEPURA,ST,High,1,1.9350780178228888e-05,99.99997615814209
10319,MADHEPURA,Overall,High,0,73.42084348201752,26.579153537750244
10320,MADHUBANI,General,High,1,45.09781002998352,54.90218997001648
10320,MADHUBANI,OBC,High,0,80.2348867058754,19.765114784240723
10320,MADHUBANI,SC,High,1,48.531556129455566,51.468443870544434
10320,MADHUBANI,ST,High,0,77.12338268756866,22.876614332199097
10320,MADHUBANI,Overall,High,0,73.42084348201752,26.579153537750244
10321,MUNGER,General,Low,0,76.21768862009048,23.782312870025635
10321,MUNGER,OBC,Low,0,79.87312823534012,20.126873254776
10321,MUNGER,SC,Low,0,74.80748295783997,25.192517042160034
10321,MUNGER,ST,Low,0,80.59731274843216,19.402682781219482
10321,MUNGER,Overall,Low,0,73.99613857269287,26.00386142730713
10322,MUZAFFARPUR,General,High,1,0.2085844986140728,99.79141354560852
10322,MUZAFFARPUR,OBC,High,0,60.539451241493225,39.460545778274536
10322,MUZAFFARPUR,SC,High,0,78.93815338611603,21.061843633651733
10322,MUZAFFARPUR,ST,High,0,77.12338268756866,22.876614332199097
10322,MUZAFFARPUR,Overall,High,0,73.42084348201752,26.579153537750244
10323,NALANDA,General,Low,0,73.56596887111664,26.4340341091156
10323,NALANDA,OBC,Low,0,79.87312823534012,20.126873254776
10323,NALANDA,SC,Low,0,74.80748295783997,25.192517042160034
10323,NALANDA,ST,Low,0,80.59731274843216,19.402682781219482
10323,NALANDA,Overall,Low,0,73.99613857269287,26.00386142730713
10324,NAWADA,General,High,1,0.04755720729008317,99.9524474143982
10324,NAWADA,OBC,High,0,78.19723635911942,21.802759170532227
10324,NAWADA,SC,High,0,78.93815338611603,21.061843633651733
10324,NAWADA,ST,High,0,77.12338268756866,22.876614332199097
10324,NAWADA,Overall,High,0,59.803780913352966,40.19622206687927
10325,PASHCHIMCHAMPARAN,General,High,1,0.05139285931363702,99.94860887527466
10325,PASHCHIMCHAMPARAN,OBC,High,0,80.2348867058754,19.765114784240723
10325,PASHCHIMCHAMPARAN,SC,High,1,17.328065633773804,82.6719343662262
10325,PASHCHIMCHAMPARAN,ST,High,1,1.1311620473861694,98.86884093284607
10325,PASHCHIMCHAMPARAN,Overall,High,1,41.025155782699585,58.974844217300415
10326,PATNA,General,Low,1,0.883609801530838,99.1163969039917
10326,PATNA,OBC,Low,0,79.87312823534012,20.126873254776
10326,PATNA,SC,Low,0,62.06558644771576,37.934404611587524
10326,PATNA,ST,Low,1,0.9111114777624607,99.08889532089233
10326,PATNA,Overall,Low,0,73.99613857269287,26.00386142730713
10327,PURBACHAMPARAN,General,Low,0,76.21768862009048,23.782312870025635
10327,PURBACHAMPARAN,OBC,Low,0,79.87312823534012,20.126873254776
10327,PURBACHAMPARAN,SC,Low,0,74.80748295783997,25.192517042160034
10327,PURBACHAMPARAN,ST,Low,0,80.59731274843216,19.402682781219482
10327,PURBACHAMPARAN,Overall,Low,0,73.99613857269287,26.00386142730713
10328,PURNIA,General,High,0,77.79921293258667,22.200793027877808
10328,PURNIA,OBC,High,0,80.2348867058754,19.765114784240723
10328,PURNIA,SC,High,1,8.921175450086594,91.07882976531982
10328,PURNIA,ST,High,0,77.12337970733643,22.876620292663574
10328,PURNIA,Overall,High,0,73.42084348201752,26.57915949821472
10329,ROHTAS,General,High,1,0.1671736128628254,99.83282685279846
10329,ROHTAS,OBC,High,0,80.2348867058754,19.765114784240723
10329,ROHTAS,SC,High,0,78.93815338611603,21.061843633651733
10329,ROHTAS,ST,High,1,0.0010885458323173225,99.99891519546509
10329,ROHTAS,Overall,High,0,73.42084348201752,26.579153537750244
10330,SAHARSA,General,High,0,77.79921293258667,22.200793027877808
10330,SAHARSA,OBC,High,1,9.14103239774704,90.85897207260132
10330,SAHARSA,SC,High,0,78.93815338611603,21.061843633651733
10330,SAHARSA,ST,High,0,77.12338268756866,22.876614332199097
10330,SAHARSA,Overall,High,0,62.32517063617706,37.6748263835907
10331,SAMASTIPUR,General,High,0,77.79921293258667,22.200793027877808
10331,SAMASTIPUR,OBC,High,0,80.2348867058754,19.765114784240723
10331,SAMASTIPUR,SC,High,0,78.93815338611603,21.061843633651733
10331,SAMASTIPUR,ST,High,0,77.12338268756866,22.876614332199097
10331,SAMASTIPUR,Overall,High,0,73.42084348201752,26.579153537750244
10332,SARAN,General,Low,0,76.21768862009048,23.782312870025635
10332,SARAN,OBC,Low,0,79.87312823534012,20.126873254776
10332,SARAN,SC,Low,0,74.80748295783997,25.192517042160034
10332,SARAN,ST,Low,0,80.59731274843216,19.402682781219482
10332,SARAN,Overall,Low,0,73.99613857269287,26.00386142730713
10333,SHEIKHPURA,General,Low,1,0.13774570543318987,99.86225366592407
10333,SHEIKHPURA,OBC,Low,0,79.87312823534012,20.126873254776
10333,SHEIKHPURA,SC,Low,0,74.80748295783997,25.192517042160034
10333,SHEIKHPURA,ST,Low,0,80.59731274843216,19.402682781219482
10333,SHEIKHPURA,Overall,Low,0,73.99613857269287,26.00386142730713
10334,SHEOHAR,General,High,1,0.11926873121410608,99.88073110580444
10334,SHEOHAR,OBC,High,0,80.2348867058754,19.765114784240723
10334,SHEOHAR,SC,High,0,78.93815338611603,21.061843633651733
10334,SHEOHAR,ST,High,0,77.12338268756866,22.876614332199097
10334,SHEOHAR,Overall,High,0,73.42084348201752,26.579153537750244
10335,SITAMARHI,General,High,0,77.79921293258667,22.200793027877808
10335,SITAMARHI,OBC,High,0,80.23488372564316,19.765114784240723
10335,SITAMARHI,SC,High,0,78.93815338611603,21.061843633651733
10335,SITAMARHI,ST,High,0,77.12338268756866,22.876614332199097
10335,SITAMARHI,Overall,High,0,73.42084348201752,26.579153537750244
10336,SIWAN,General,High,1,0.4485465120524168,99.55145716667175
10336,SIWAN,OBC,High,0,80.2348867058754,19.765114784240723
10336,SIWAN,SC,High,0,78.93815338611603,21.061843633651733
10336,SIWAN,ST,High,1,0.03458560968283564,99.96541738510132
10336,SIWAN,Overall,High,0,73.42084348201752,26.579153537750244
10337,SUPAUL,General,High,1,3.3848273517378402e-06,100.0
10337,SUPAUL,OBC,High,1,0.8697313256561756,99.13027286529541
10337,SUPAUL,SC,High,0,75.84653496742249,24.153470993041992
10337,SUPAUL,ST,High,0,77.12338268756866,22.876614332199097
10337,SUPAUL,Overall,High,1,0.18299591029062867,99.8170018196106
10338,VAISHALI,General,High,1,0.059027422685176134,99.94096755981445
10338,VAISHALI,OBC,High,0,80.2348867058754,19.765114784240723
10338,VAISHALI,SC,High,0,78.93815338611603,21.061843633651733
10338,VAISHALI,ST,High,0,77.12338268756866,22.876614332199097
10338,VAISHALI,Overall,High,0,73.42084348201752,26.579153537750244
10401,CHANDIGARH,General,High,0,77.79921293258667,22.200793027877808
10401,CHANDIGARH,OBC,High,0,80.2348867058754,19.765114784240723
10401,CHANDIGARH,SC,High,0,78.93815338611603,21.061843633651733
10401,CHANDIGARH,ST,High,1,44.40191984176636,55.59808611869812
10401,CHANDIGARH,Overall,High,0,73.42084348201752,26.579153537750244
10501,BALOD,General,High,1,0.1930396887473762,99.80695843696594
10501,BALOD,OBC,High,0,50.08480250835419,49.91520047187805
10501,BALOD,SC,High,0,78.93815338611603,21.061843633651733
10501,BALOD,ST,High,1,23.501257598400116,76.49874091148376
10501,BALOD,Overall,High,1,35.60019135475159,64.39980864524841
10502,BALODABAZAR,General,High,1,0.08555231033824384,99.9144434928894
10502,BALODABAZAR,OBC,High,0,80.2348867058754,19.765114784240723
10502,BALODABAZAR,SC,High,0,78.93815338611603,21.061843633651733
10502,BALODABAZAR,ST,High,0,65.52120447158813,34.478795528411865
10502,BALODABAZAR,Overall,High,0,73.42084348201752,26.579153537750244
10503,BALRAMPUR,General,High,1,0.021892566292081028,99.978107213974
10503,BALRAMPUR,OBC,High,0,80.2348867058754,19.765114784240723
10503,BALRAMPUR,SC,High,0,78.93815338611603,21.061843633651733
10503,BALRAMPUR,ST,High,1,2.816021628677845,97.18397855758667
10503,BALRAMPUR,Overall,High,1,22.018589079380035,77.9814064502716
10504,BASTER,General,High,1,22.434327006340027,77.56567001342773
10504,BASTER,OBC,High,0,80.2348867058754,19.765114784240723
10504,BASTER,SC,High,0,78.93815338611603,21.061843633651733
10504,BASTER,ST,High,1,4.574478417634964,95.42552828788757
10504,BASTER,Overall,High,1,32.427456974983215,67.57254004478455
10505,BEMETARA,General,High,1,8.122042566537857,91.87795519828796
10505,BEMETARA,OBC,High,0,80.2348867058754,19.765114784240723
10505,BEMETARA,SC,High,0,72.81107902526855,27.188920974731445
10505,BEMETARA,ST,High,0,77.12338268756866,22.876614332199097
10505,BEMETARA,Overall,High,0,73.42084348201752,26.579153537750244
10506,BIJAPUR,General,High,1,0.0014320669833978172,99.99856948852539
10506,BIJAPUR,General,Low,1,0.0012873762898379937,99.99871253967285
10506,BIJAPUR,OBC,High,1,0.05904261488467455,99.9409556388855
10506,BIJAPUR,OBC,Low,1,0.06884827744215727,99.93115663528442
10506,BIJAPUR,SC,High,0,78.93815338611603,21.061843633651733
10506,BIJAPUR,SC,Low,0,74.80748295783997,25.192517042160034
10506,BIJAPUR,ST,High,1,0.2174427965655923,99.7825562953949
10506,BIJAPUR,ST,Low,1,0.10312884114682674,99.89687204360962
10506,BIJAPUR,Overall,High,1,0.3208012320101261,99.67920184135437
10506,BIJAPUR,Overall,Low,1,0.2772258361801505,99.72277283668518
10507,BILASPUR,General,High,0,77.79921293258667,22.200793027877808
10507,BILASPUR,General,High,0,77.79921293258667,22.200793027877808
10507,BILASPUR,OBC,High,0,80.2348867058754,19.765114784240723
10507,BILASPUR,OBC,High,0,80.2348867058754,19.765114784240723
10507,BILASPUR,SC,High,0,78.93815338611603,21.061843633651733
10507,BILASPUR,SC,High,0,78.93815338611603,21.061843633651733
10507,BILASPUR,ST,High,0,77.12338268756866,22.876614332199097
10507,BILASPUR,ST,High,0,77.12338268756866,22.876614332199097
10507,BILASPUR,Overall,High,0,73.42084348201752,26.579153537750244
10507,BILASPUR,Overall,High,0,73.42084348201752,26.579153537750244
10508,DANTEWADA,General,High,0,77.79921293258667,22.200793027877808
10508,DANTEWADA,OBC,High,0,80.2348867058754,19.765114784240723
10508,DANTEWADA,SC,High,0,78.93815338611603,21.061843633651733
10508,DANTEWADA,ST,High,1,0.08772066212259233,99.91227984428406
10508,DANTEWADA,Overall,High,1,1.4802303165197372,98.51977229118347
10509,DHAMTARI,General,High,1,0.8423525840044022,99.15764927864075
10509,DHAMTARI,OBC,High,1,11.964721977710724,88.0352795124054
10509,DHAMTARI,SC,High,0,78.93815338611603,21.061843633651733
10509,DHAMTARI,ST,High,1,47.476544976234436,52.523452043533325
10509,DHAMTARI,Overall,High,1,16.545677185058594,83.4543228149414
10510,DURG,General,Middle,1,0.36555249243974686,99.634450674057
10510,DURG,OBC,Middle,0,62.371137738227844,37.628865242004395
10510,DURG,SC,Middle,0,76.39950066804886,23.60050082206726
10510,DURG,ST,Middle,1,6.039092689752579,93.96090507507324
10510,DURG,Overall,Middle,1,34.12341773509979,65.87657928466797
10511,GARIABAND,General,Middle,0,76.85055732727051,23.149442672729492
10511,GARIABAND,OBC,Middle,0,62.371137738227844,37.628865242004395
10511,GARIABAND,SC,Middle,0,80.67017644643784,19.329822063446045
10511,GARIABAND,ST,Middle,1,11.320732533931732,88.67926597595215
10511,GARIABAND,Overall,Middle,0,67.15993583202362,32.84006118774414
10512,GOURELAPENDRAMARVAHI,General,Middle,0,58.2553505897522,41.744643449783325
10512,GOURELAPENDRAMARVAHI,OBC,Middle,0,62.371137738227844,37.628865242004395
10512,GOURELAPENDRAMARVAHI,SC,Middle,1,2.6030639186501503,97.39693403244019
10512,GOURELAPENDRAMARVAHI,ST,Middle,1,3.4109268337488174,96.58907055854797
10512,GOURELAPENDRAMARVAHI,Overall,Middle,1,29.192054271697998,70.80795168876648
10513,JANJGIR-CHAMPA,General,Middle,1,0.2576731611043215,99.74232912063599
10513,JANJGIR-CHAMPA,OBC,Middle,0,62.37114667892456,37.62885928153992
10513,JANJGIR-CHAMPA,SC,Middle,0,78.23308855295181,21.766912937164307
10513,JANJGIR-CHAMPA,ST,Middle,1,27.037516236305237,72.962486743927
10513,JANJGIR-CHAMPA,Overall,Middle,0,56.95417821407318,43.045830726623535
10514,JASHPUR,General,High,1,0.07743450696580112,99.92256164550781
10514,JASHPUR,OBC,High,0,68.98719072341919,31.01280927658081
10514,JASHPUR,SC,High,0,78.93815338611603,21.061843633651733
10514,JASHPUR,ST,High,1,2.684730663895607,97.31526374816895
10514,JASHPUR,Overall,High,1,9.195473045110703,90.80452919006348
10515,KANKER,General,High,0,77.79921293258667,22.200793027877808
10515,KANKER,OBC,High,1,3.922652080655098,96.07734084129333
10515,KANKER,SC,High,0,78.93815338611603,21.061843633651733
10515,KANKER,ST,High,1,11.434409022331238,88.565593957901
10515,KANKER,Overall,High,1,47.99976050853729,52.000242471694946
10516,KAWARDHA,General,High,1,0.2499564317986369,99.7500479221344
10516,KAWARDHA,OBC,High,0,80.2348867058754,19.765114784240723
10516,KAWARDHA,SC,High,1,38.56428861618042,61.43571138381958
10516,KAWARDHA,ST,High,0,54.97685670852661,45.02314329147339
10516,KAWARDHA,Overall,High,0,68.70247423648834,31.29752278327942
10517,KONDAGAON,General,High,0,77.79921293258667,22.200793027877808
10517,KONDAGAON,OBC,High,0,80.2348867058754,19.765114784240723
10517,KONDAGAON,SC,High,0,78.93815338611603,21.061843633651733
10517,KONDAGAON,ST,High,1,5.1465243101119995,94.85347270965576
10517,KONDAGAON,Overall,High,1,38.48523199558258,61.51477098464966
10518,KORBA,General,High,1,0.08698563324287534,99.91301894187927
10518,KORBA,OBC,High,0,60.961297154426575,39.03869986534119
10518,KORBA,SC,High,0,78.93815338611603,21.061843633651733
