Location,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude,state_latitude,state_longitude
WANAPARTHY,OBC,0.0,0.0,0.0,3.9,5.37,4.67,7.91,6.9,7.39,13031,16.34952,78.05123,16.34952,78.05123
WANAPARTHY,SC,0.0,0.0,0.0,5.95,6.98,6.48,6.28,6.27,6.28,13031,16.34952,78.05123,16.34952,78.05123
WANAPARTHY,ST,4.45,3.88,4.13,6.33,5.79,6.04,2.44,12.19,7.54,13031,16.34952,78.05123,16.34952,78.05123
WANAPARTHY,Overall,0.0,0.0,0.0,4.6,6.03,5.35,8.36,9.18,8.78,13031,16.34952,78.05123,16.34952,78.05123
WARANGAL,General,6.29,7.94,7.18,4.04,5.12,4.61,28.89,39.07,34.13,13032,17.9820644,79.5970954,17.9820644,79.5970954
WARANGAL,OBC,3.03,3.88,3.48,0.43,1.96,1.24,12.35,19.47,15.97,13032,17.9820644,79.5970954,17.9820644,79.5970954
WARANGAL,SC,3.34,3.08,3.21,3.24,3.22,3.23,6.65,17.62,12.2,13032,17.9820644,79.5970954,17.9820644,79.5970954
WARANGAL,ST,4.9,3.3,3.98,4.18,1.48,2.67,3.95,18.67,12.16,13032,17.9820644,79.5970954,17.9820644,79.5970954
WARANGAL,Overall,3.62,4.02,3.83,1.79,2.37,2.1,11.66,20.78,16.37,13032,17.9820644,79.5970954,17.9820644,79.5970954
YADADRI BHUVANAGIRI,General,0.0,0.0,0.0,0.71,0.0,0.0,31.38,30.05,30.69,13033,17.5510336,78.9416631,17.5510336,78.9416631
YADADRI BHUVANAGIRI,OBC,0.0,0.0,0.0,0.91,1.63,1.29,13.39,16.77,15.1,13033,17.5510336,78.9416631,17.5510336,78.9416631
YADADRI BHUVANAGIRI,SC,0.0,0.0,0.0,2.03,1.63,1.82,7.24,13.99,10.55,13033,17.5510336,78.9416631,17.5510336,78.9416631
YADADRI BHUVANAGIRI,ST,0.0,0.0,0.0,3.76,0.07,1.85,21.08,22.55,21.79,13033,17.5510336,78.9416631,17.5510336,78.9416631
YADADRI BHUVANAGIRI,Overall,0.0,0.0,0.0,1.4,1.17,1.28,13.95,17.68,15.82,13033,17.5510336,78.9416631,17.5510336,78.9416631
