DNo,District,Social Category,Income,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall
11402,BALLARI,OBC,Low,49.9,49.7,49.8,49.72,49.91,49.82,58.94,59.39,59.18
11402,BALLARI,SC,Low,58.67,58.91,58.8,57.43,57.24,57.34,64.92,65.19,65.07
11402,BALLARI,ST,Low,47.21,47.55,47.39,46.34,47.73,47.05,61.63,58.64,60.03
11402,BALLARI,Overall,Low,51.21,51.06,51.14,50.9,51.07,50.99,60.4,60.12,60.26
11403,BELAGAVI,General,Low,8.91,9.5,9.22,12.18,12.65,12.43,34.71,36.84,35.85
11403,BELAGAVI,OBC,Low,0.0,0.0,0.0,0.0,0.0,0.0,9.92,14.19,12.07
11403,BELAGAVI,SC,Low,1.6,1.94,1.78,2.89,3.44,3.17,18.84,20.19,19.53
11403,BELAGAVI,ST,Low,0.99,2.43,1.72,2.62,3.3,2.96,21.74,18.69,20.14
11403,BELAGAVI,Overall,Low,1.0,1.45,1.24,1.22,1.86,1.55,15.78,19.27,17.57
11404,BELAGAVICHIKKODI,General,Low,15.35,15.47,15.42,13.74,16.97,15.54,45.4,46.01,45.74
11404,BELAGAVICHIKKODI,OBC,Low,0.0,0.0,0.0,0.0,0.0,0.0,21.28,15.25,18.15
11404,BELAGAVICHIKKODI,SC,Low,0.06,0.0,0.0,0.61,0.03,0.32,19.98,17.79,18.84
11404,BELAGAVICHIKKODI,ST,Low,1.01,1.38,1.2,0.91,0.28,0.59,27.16,19.16,22.95
11404,BELAGAVICHIKKODI,Overall,Low,0.33,0.53,0.44,0.54,0.06,0.3,22.42,17.4,19.8
11405,BENGALURURURAL,General,Low,5.75,5.56,5.64,3.25,2.75,2.98,19.04,18.32,18.64
11405,BENGALURURURAL,OBC,Low,0.0,0.0,0.0,0.0,0.0,0.0,11.54,18.78,15.32
11405,BENGALURURURAL,SC,Low,0.0,0.0,0.0,0.0,0.0,0.0,10.23,19.37,14.96
11405,BENGALURURURAL,ST,Low,0.0,0.08,0.0,0.0,2.69,1.02,18.04,26.19,22.48
11405,BENGALURURURAL,Overall,Low,0.0,0.0,0.0,0.0,0.0,0.0,11.94,19.36,15.82
11406,BENGALURUUNORTH,General,Low,0.88,0.0,0.0,2.39,0.01,1.15,17.94,19.32,18.66
11406,BENGALURUUNORTH,OBC,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.74,6.19,3.49
11406,BENGALURUUNORTH,SC,Low,4.93,5.78,5.36,5.87,7.21,6.55,7.33,8.3,7.82
11406,BENGALURUUNORTH,ST,Low,9.74,11.32,10.57,8.21,8.0,8.1,1.43,8.12,4.96
11406,BENGALURUUNORTH,Overall,Low,0.0,0.0,0.0,1.63,1.23,1.42,7.33,10.97,9.19
11407,BENGALURUUSOUTH,General,Low,0.66,1.25,0.97,3.57,3.26,3.41,21.55,20.84,21.18
11407,BENGALURUUSOUTH,OBC,Low,0.0,0.0,0.0,1.04,1.98,1.52,4.84,8.24,6.54
11407,BENGALURUUSOUTH,SC,Low,3.43,4.49,3.98,6.77,7.2,6.99,4.63,9.29,6.96
11407,BENGALURUUSOUTH,ST,Low,9.23,9.59,9.41,11.55,12.35,11.97,0.48,10.06,5.62
11407,BENGALURUUSOUTH,Overall,Low,0.0,0.03,0.0,3.07,3.43,3.26,10.68,13.22,11.97
11408,BIDAR,General,High,5.69,7.18,6.49,15.24,15.56,15.41,48.99,47.18,48.0
11408,BIDAR,OBC,High,0.0,0.0,0.0,0.84,0.66,0.75,12.43,12.63,12.53
11408,BIDAR,SC,High,0.42,1.87,1.18,2.81,1.5,2.16,14.22,19.25,16.83
11408,BIDAR,ST,High,0.98,1.35,1.17,2.91,2.36,2.63,14.05,17.2,15.67
11408,BIDAR,Overall,High,0.03,0.49,0.28,2.62,2.21,2.41,14.81,16.83,15.86
11409,CHAMARAJANAGARA,General,High,6.66,8.01,7.39,0.0,0.37,0.0,0.0,0.0,0.0
11409,CHAMARAJANAGARA,OBC,High,0.0,0.0,0.0,0.96,1.05,1.01,16.42,17.86,17.15
11409,CHAMARAJANAGARA,SC,High,0.0,0.0,0.0,0.41,1.73,1.09,8.81,14.26,11.66
11409,CHAMARAJANAGARA,ST,High,0.0,0.0,0.0,2.39,1.6,1.99,13.32,14.47,13.9
11409,CHAMARAJANAGARA,Overall,High,0.0,0.0,0.0,0.96,1.28,1.13,13.32,16.24,14.81
11410,CHIKKABALLAPURA,General,High,0.18,1.58,0.95,4.85,8.99,7.03,6.3,4.05,5.11
11410,CHIKKABALLAPURA,OBC,High,0.0,0.0,0.0,0.1,0.73,0.43,11.83,18.6,15.36
11410,CHIKKABALLAPURA,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,12.19,16.78,14.56
11410,CHIKKABALLAPURA,ST,High,0.0,0.0,0.0,0.52,0.0,0.06,12.69,18.92,15.87
11410,CHIKKABALLAPURA,Overall,High,0.0,0.0,0.0,0.11,0.55,0.34,11.88,17.7,14.89
11411,CHIKKAMANGALURU,General,High,6.72,5.92,6.31,12.11,7.36,9.59,21.08,18.63,19.72
11411,CHIKKAMANGALURU,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,11.16,13.72,12.48
11411,CHIKKAMANGALURU,SC,High,0.0,0.0,0.0,1.15,1.2,1.18,8.29,13.48,10.91
11411,CHIKKAMANGALURU,ST,High,0.23,0.38,0.3,0.53,2.14,1.37,6.77,16.37,11.69
11411,CHIKKAMANGALURU,Overall,High,0.0,0.0,0.0,0.76,0.71,0.74,10.58,14.0,12.34
11412,CHITRADURGA,General,High,7.99,14.14,11.35,12.03,11.67,11.84,19.72,38.68,30.34
11412,CHITRADURGA,OBC,High,0.0,0.0,0.0,0.0,0.14,0.03,17.88,20.86,19.42
11412,CHITRADURGA,SC,High,0.0,0.1,0.0,0.0,0.0,0.0,22.28,23.05,22.68
11412,CHITRADURGA,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,20.25,20.5,20.38
11412,CHITRADURGA,Overall,High,0.0,0.0,0.0,0.0,0.24,0.07,19.54,21.73,20.68
11413,DAKSHINAKANNADA,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11413,DAKSHINAKANNADA,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.64,1.06
11413,DAKSHINAKANNADA,SC,High,0.0,0.0,0.0,1.02,0.0,0.0,9.34,9.1,9.22
11413,DAKSHINAKANNADA,ST,High,0.0,0.0,0.0,0.16,0.0,0.0,3.98,9.3,6.75
11413,DAKSHINAKANNADA,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.2
11414,DAVANAGERE,General,High,14.67,17.28,16.11,9.9,9.46,9.66,12.05,15.8,14.08
11414,DAVANAGERE,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,5.21,15.71,10.54
11414,DAVANAGERE,SC,High,0.0,0.17,0.01,0.06,0.32,0.19,13.21,19.43,16.43
11414,DAVANAGERE,ST,High,0.03,0.48,0.26,2.42,1.17,1.78,10.1,15.15,12.68
11414,DAVANAGERE,Overall,High,0.0,0.0,0.0,0.58,0.81,0.7,8.02,16.49,12.36
11415,DHARWAD,General,High,0.0,0.2,0.0,0.0,0.0,0.0,10.99,5.55,8.14
11415,DHARWAD,OBC,High,0.0,0.0,0.0,0.16,0.44,0.31,7.41,8.67,8.06
11415,DHARWAD,SC,High,0.4,0.69,0.55,2.44,2.51,2.47,5.41,1.53,3.35
11415,DHARWAD,ST,High,1.84,0.92,1.36,2.05,0.67,1.33,7.92,8.22,8.07
11415,DHARWAD,Overall,High,0.0,0.0,0.0,0.3,0.36,0.33,7.72,7.36,7.53
11416,GADAG,General,High,9.02,16.3,12.95,0.0,0.0,0.0,5.48,13.16,9.99
11416,GADAG,OBC,High,0.0,0.0,0.0,1.47,0.93,1.2,9.38,11.3,10.35
11416,GADAG,SC,High,0.15,0.0,0.0,0.0,0.53,0.0,10.34,10.62,10.48
11416,GADAG,ST,High,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11416,GADAG,Overall,High,0.13,0.0,0.04,0.69,0.05,0.36,8.74,10.54,9.66
11417,HASSAN,General,High,0.3,0.0,0.0,1.34,1.41,1.37,3.17,15.73,9.62
11417,HASSAN,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,8.29,17.81,13.14
11417,HASSAN,SC,High,0.0,0.0,0.0,0.0,0.21,0.05,11.75,18.34,15.09
11417,HASSAN,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,8.09,19.17,13.76
11417,HASSAN,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,8.98,17.92,13.53
11418,HAVERI,General,High,6.06,4.95,5.47,0.0,0.0,0.0,25.27,13.34,18.76
11418,HAVERI,OBC,High,0.38,0.35,0.37,1.44,1.5,1.47,14.98,19.98,17.52
11418,HAVERI,SC,High,0.25,0.21,0.23,2.24,1.89,2.06,14.27,15.52,14.92
11418,HAVERI,ST,High,0.82,1.41,1.13,4.61,1.77,3.21,12.83,15.87,14.41
11418,HAVERI,Overall,High,0.54,0.55,0.55,1.67,1.28,1.47,14.9,18.72,16.85
11419,KALBURGI,General,High,11.34,10.22,10.74,11.11,9.27,10.13,39.31,37.77,38.44
11419,KALBURGI,OBC,High,0.0,0.0,0.0,0.0,0.41,0.14,14.82,19.88,17.45
11419,KALBURGI,SC,High,0.0,0.0,0.0,0.0,0.44,0.1,13.57,19.49,16.74
11419,KALBURGI,ST,High,0.0,0.0,0.0,2.3,0.0,0.72,11.03,3.23,6.75
11419,KALBURGI,Overall,High,0.0,0.0,0.0,0.25,0.73,0.5,15.19,20.11,17.78
11420,KODAGU,General,High,17.92,17.18,17.51,12.72,1.44,6.17,0.0,9.29,5.67
11420,KODAGU,OBC,High,0.0,0.0,0.0,0.0,0.95,0.41,15.8,18.6,17.22
11420,KODAGU,SC,High,0.0,0.0,0.0,1.89,0.0,0.2,15.58,19.5,17.54
11420,KODAGU,ST,High,0.38,0.0,0.0,3.48,3.84,3.66,25.92,30.48,28.07
11420,KODAGU,Overall,High,0.0,0.0,0.0,1.16,1.03,1.09,16.55,19.54,18.07
11421,KOLAR,General,High,0.0,0.0,0.0,5.38,11.96,8.93,0.0,0.0,0.0
11421,KOLAR,OBC,High,0.0,0.0,0.0,1.59,1.66,1.62,13.53,22.42,18.1
11421,KOLAR,SC,High,0.0,0.0,0.0,1.02,0.01,0.5,10.94,23.4,17.27
11421,KOLAR,ST,High,0.0,0.0,0.0,1.78,1.17,1.47,8.14,7.65,7.88
11421,KOLAR,Overall,High,0.0,0.0,0.0,1.55,1.51,1.53,11.61,20.81,16.33
11422,KOPPAL,General,High,6.95,11.14,9.15,1.88,3.64,2.82,0.0,0.0,0.0
11422,KOPPAL,OBC,High,0.02,0.62,0.33,1.82,1.82,1.82,17.45,19.57,18.56
11422,KOPPAL,SC,High,0.29,0.96,0.64,1.74,1.52,1.63,20.19,18.45,19.25
11422,KOPPAL,ST,High,0.9,0.88,0.89,2.73,0.92,1.82,18.01,17.05,17.52
11422,KOPPAL,Overall,High,0.32,0.93,0.63,1.93,1.68,1.8,17.69,18.22,17.97
11423,MANDYA,General,High,4.64,4.37,4.49,2.72,0.0,0.48,32.5,39.69,36.57
11423,MANDYA,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,20.88,27.66,24.44
11423,MANDYA,SC,High,0.0,0.0,0.0,0.0,0.92,0.32,18.56,26.44,22.61
11423,MANDYA,ST,High,4.63,1.81,3.17,3.79,4.0,3.9,6.24,21.09,14.16
11423,MANDYA,Overall,High,0.0,0.0,0.0,0.04,0.0,0.0,20.5,27.66,24.25
11424,MYSURU,General,High,2.21,1.65,1.91,8.61,8.49,8.55,11.72,22.0,17.3
11424,MYSURU,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,7.06,14.22,10.74
11424,MYSURU,SC,High,0.0,0.0,0.0,0.42,0.05,0.24,5.31,8.89,7.11
11424,MYSURU,ST,High,0.0,0.0,0.0,1.23,1.22,1.22,15.81,17.93,16.89
11424,MYSURU,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,8.05,14.22,11.21
11425,RAICHUR,General,High,0.0,1.39,0.42,8.02,10.33,9.25,26.9,42.77,35.8
11425,RAICHUR,OBC,High,0.05,0.28,0.17,0.48,1.02,0.75,20.88,20.11,20.49
11425,RAICHUR,SC,High,0.15,0.3,0.22,1.12,1.99,1.56,18.54,18.05,18.27
11425,RAICHUR,ST,High,0.0,0.07,0.0,0.65,1.54,1.1,18.41,16.96,17.63
11425,RAICHUR,Overall,High,0.0,0.26,0.09,0.9,1.67,1.29,20.11,19.83,19.96
11426,RAMANAGARA,General,High,12.45,8.31,10.3,25.86,12.67,18.27,25.74,59.62,45.46
11426,RAMANAGARA,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,13.95,20.66,17.38
11426,RAMANAGARA,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,10.94,17.99,14.62
11426,RAMANAGARA,ST,High,0.24,0.16,0.2,0.0,1.18,0.0,20.1,23.49,21.8
11426,RAMANAGARA,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,13.84,21.58,17.83
11427,SHIVAMOGGA,General,High,2.68,2.56,2.62,0.0,2.99,1.12,2.2,21.61,12.69
11427,SHIVAMOGGA,OBC,High,0.0,0.0,0.0,1.69,1.32,1.5,14.32,23.96,19.35
11427,SHIVAMOGGA,SC,High,0.72,0.78,0.75,3.98,3.22,3.59,18.81,23.45,21.19
11427,SHIVAMOGGA,ST,High,1.92,0.85,1.36,6.66,3.92,5.25,15.75,24.89,20.45
11427,SHIVAMOGGA,Overall,High,0.0,0.0,0.0,2.21,1.94,2.07,14.53,23.75,19.34
11428,TUMAKURU,General,High,10.82,8.16,9.39,15.09,14.34,14.67,31.17,49.75,42.43
11428,TUMAKURU,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,10.6,21.48,16.5
11428,TUMAKURU,SC,High,0.0,0.0,0.0,2.44,0.6,1.48,16.35,20.27,18.46
11428,TUMAKURU,ST,High,0.0,0.0,0.0,2.11,2.74,2.45,7.12,18.77,13.84
11428,TUMAKURU,Overall,High,0.0,0.0,0.0,0.74,0.32,0.52,12.32,22.63,17.96
11429,TUMAKURUMADHUGIRI,General,High,20.95,20.24,20.57,0.24,4.16,2.5,43.75,41.69,42.66
11429,TUMAKURUMADHUGIRI,OBC,High,0.0,0.0,0.0,2.46,2.01,2.22,13.89,21.51,17.92
11429,TUMAKURUMADHUGIRI,SC,High,0.21,0.0,0.0,2.97,1.26,2.08,18.77,21.71,20.3
11429,TUMAKURUMADHUGIRI,ST,High,0.0,0.0,0.0,1.83,0.95,1.39,19.65,22.91,21.31
11429,TUMAKURUMADHUGIRI,Overall,High,0.0,0.0,0.0,2.45,1.74,2.08,16.61,22.19,19.54
11430,UDUPI,General,High,5.45,1.47,3.45,0.0,0.97,0.0,1.77,3.41,2.66
11430,UDUPI,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.92,1.63
11430,UDUPI,SC,High,0.0,0.0,0.0,0.77,0.0,0.29,6.1,12.48,9.41
11430,UDUPI,ST,High,1.44,1.42,1.43,0.0,0.0,0.0,0.0,8.75,3.81
11430,UDUPI,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,0.71,3.96,2.4
11431,UTTARAKANNADA,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11431,UTTARAKANNADA,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,14.39,16.95,15.7
11431,UTTARAKANNADA,SC,High,7.66,7.45,7.55,9.16,0.56,4.59,18.47,23.69,21.18
11431,UTTARAKANNADA,ST,High,1.87,1.99,1.92,4.44,0.0,2.13,33.33,30.1,31.68
11431,UTTARAKANNADA,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,10.89,14.74,12.87
11432,UTTARAKANNADASIRSI,General,High,0.0,0.0,0.0,1.35,5.14,3.41,18.99,33.33,26.77
11432,UTTARAKANNADASIRSI,OBC,High,0.0,0.0,0.0,0.04,0.0,0.0,23.21,23.8,23.52
11432,UTTARAKANNADASIRSI,SC,High,2.5,2.72,2.61,2.22,4.06,3.17,31.42,37.25,34.51
11432,UTTARAKANNADASIRSI,ST,High,0.74,0.0,0.12,0.0,0.0,0.0,29.88,29.05,29.47
11432,UTTARAKANNADASIRSI,Overall,High,0.0,0.0,0.0,0.3,0.31,0.3,24.02,26.66,25.39
11433,VIJAYANAGARA,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11433,VIJAYANAGARA,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11433,VIJAYANAGARA,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11433,VIJAYANAGARA,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11433,VIJAYANAGARA,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11434,VIJAYAPURA,General,High,0.0,0.0,0.0,9.49,9.72,9.62,0.0,0.0,0.0
11434,VIJAYAPURA,OBC,High,0.0,0.0,0.0,3.12,1.8,2.44,18.23,14.24,16.13
11434,VIJAYAPURA,SC,High,0.3,1.43,0.9,2.04,3.33,2.69,14.35,13.29,13.77
11434,VIJAYAPURA,ST,High,2.69,0.69,1.63,2.83,1.89,2.36,10.98,6.69,8.64
11434,VIJAYAPURA,Overall,High,0.0,0.24,0.02,2.98,2.36,2.66,16.1,12.58,14.23
11435,YADAGIRI,General,High,2.01,0.0,0.0,10.34,0.0,0.3,32.0,0.0,0.0
11435,YADAGIRI,OBC,High,0.09,1.03,0.58,2.39,3.45,2.92,13.38,11.5,12.39
11435,YADAGIRI,SC,High,0.39,1.48,0.97,2.47,3.02,2.75,8.42,10.57,9.61
11435,YADAGIRI,ST,High,0.67,1.04,0.87,2.33,4.3,3.34,5.75,10.5,8.32
11435,YADAGIRI,Overall,High,0.26,1.04,0.67,2.5,3.29,2.91,11.58,10.04,10.76
11501,ALAPPUZHA,General,High,2.45,1.27,1.84,0.0,0.0,0.0,0.0,0.0,0.0
11501,ALAPPUZHA,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,1.28,4.25,2.8
11501,ALAPPUZHA,SC,High,0.0,0.0,0.0,1.5,0.65,1.06,1.28,2.75,2.04
11501,ALAPPUZHA,ST,High,0.0,0.0,0.0,47.83,36.15,42.16,33.33,25.93,30.23
11501,ALAPPUZHA,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,0.81,2.66,1.76
11502,ERNAKULAM,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11502,ERNAKULAM,OBC,High,1.34,1.0,1.17,2.48,2.09,2.28,6.33,7.43,6.9
11502,ERNAKULAM,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,1.01
11502,ERNAKULAM,ST,High,23.49,20.31,21.9,11.76,11.21,11.44,7.01,6.13,6.49
11502,ERNAKULAM,Overall,High,0.0,0.0,0.0,0.81,0.1,0.45,2.32,4.29,3.34
11503,IDUKKI,General,Low,4.35,3.49,3.91,3.88,1.25,2.53,4.53,4.35,4.44
11503,IDUKKI,OBC,Low,0.0,0.0,0.0,0.0,0.0,0.0,6.1,8.28,7.22
11503,IDUKKI,SC,Low,0.0,0.0,0.0,0.0,0.0,0.0,5.95,4.69,5.32
11503,IDUKKI,ST,Low,4.58,0.0,0.0,0.0,0.0,0.0,4.11,3.52,3.78
11503,IDUKKI,Overall,Low,0.0,0.0,0.0,0.0,0.0,0.0,5.27,5.81,5.54
11504,KANNUR,General,High,0.0,0.0,0.0,0.54,1.57,1.08,0.0,3.92,0.25
11504,KANNUR,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,5.19,5.58,5.39
11504,KANNUR,SC,High,0.0,1.29,0.23,0.0,0.0,0.0,0.0,0.98,0.0
11504,KANNUR,ST,High,0.8,0.42,0.6,0.0,0.0,0.0,14.75,0.0,4.71
11504,KANNUR,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,3.65,4.95,4.32
11505,KASARAGOD,General,High,0.0,0.0,0.0,4.34,0.26,2.28,0.0,0.0,0.0
11505,KASARAGOD,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,11.95,12.06,12.0
11505,KASARAGOD,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.08,7.18
11505,KASARAGOD,ST,High,0.0,0.0,0.0,0.0,1.11,0.0,2.99,7.38,5.29
11505,KASARAGOD,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,7.96,9.5,8.75
11506,KOLLAM,General,High,0.0,0.0,0.0,2.79,0.0,0.06,0.0,1.22,0.24
11506,KOLLAM,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,9.4,10.97,10.21
11506,KOLLAM,SC,High,0.0,0.0,0.0,0.34,0.42,0.38,4.8,8.08,6.47
11506,KOLLAM,ST,High,16.48,7.64,11.94,0.0,3.03,0.0,16.67,25.0,21.87
11506,KOLLAM,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,5.77,7.76,6.79
11507,KOTTAYAM,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11507,KOTTAYAM,OBC,High,1.54,0.91,1.22,0.27,1.93,1.11,2.48,4.44,3.46
11507,KOTTAYAM,SC,High,0.0,0.0,0.0,4.77,0.0,1.59,1.73,2.31,2.02
11507,KOTTAYAM,ST,High,1.36,10.17,6.0,0.0,10.51,3.97,0.0,0.0,0.0
11507,KOTTAYAM,Overall,High,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11508,KOZHIKODE,General,High,3.27,4.77,4.04,4.48,5.75,5.13,4.62,0.0,2.09
11508,KOZHIKODE,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,4.87,9.31,7.14
11508,KOZHIKODE,SC,High,1.3,0.41,0.84,2.29,1.34,1.81,3.6,1.11,2.3
11508,KOZHIKODE,ST,High,34.76,36.83,35.8,34.76,27.88,31.22,13.61,14.41,14.04
11508,KOZHIKODE,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,4.8,7.67,6.27
11509,MALAPPURAM,General,Low,5.48,7.15,6.34,0.76,0.0,0.3,1.88,5.38,3.67
11509,MALAPPURAM,OBC,Low,0.0,0.0,0.0,0.0,0.0,0.0,8.33,14.69,11.58
11509,MALAPPURAM,SC,Low,1.29,0.16,0.71,0.0,1.1,0.56,1.19,1.28,1.23
11509,MALAPPURAM,ST,Low,0.0,0.0,0.0,0.0,0.0,0.0,8.29,9.83,9.05
11509,MALAPPURAM,Overall,Low,0.0,0.0,0.0,0.0,0.0,0.0,7.62,13.45,10.59
11510,PALAKKAD,General,Low,2.21,0.24,1.21,0.89,1.37,1.14,0.0,5.43,0.95
11510,PALAKKAD,OBC,Low,0.0,0.0,0.0,0.0,0.0,0.0,9.99,13.36,11.7
11510,PALAKKAD,SC,Low,0.0,0.0,0.0,0.0,0.0,0.0,2.4,4.21,3.34
11510,PALAKKAD,ST,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21,1.86
11510,PALAKKAD,Overall,Low,0.0,0.0,0.0,0.0,0.0,0.0,7.02,11.0,9.05
11511,PATHANAMTHITTA,General,High,1.61,1.83,1.72,1.93,2.9,2.42,0.0,0.0,0.0
11511,PATHANAMTHITTA,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11511,PATHANAMTHITTA,SC,High,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11511,PATHANAMTHITTA,ST,High,0.0,0.0,0.0,20.93,0.0,9.17,12.24,14.63,13.57
11511,PATHANAMTHITTA,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11512,THIRUVANANTHAPURAM,General,High,0.58,1.05,0.82,0.0,0.0,0.0,0.0,0.32,0.0
11512,THIRUVANANTHAPURAM,OBC,High,0.0,0.0,0.0,2.01,0.88,1.44,4.31,6.61,5.49
11512,THIRUVANANTHAPURAM,SC,High,0.54,0.24,0.39,0.2,1.22,0.72,0.0,4.43,2.06
11512,THIRUVANANTHAPURAM,ST,High,3.59,6.01,4.87,2.83,5.69,4.19,0.0,15.14,5.01
11512,THIRUVANANTHAPURAM,Overall,High,0.0,0.0,0.0,0.3,0.36,0.33,2.19,4.92,3.59
11513,THRISSUR,General,High,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1.55,0.3
11513,THRISSUR,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,4.53,7.04,5.83
11513,THRISSUR,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,2.43,5.13,3.84
11513,THRISSUR,ST,High,0.0,0.0,0.0,1.11,10.55,5.69,0.53,24.87,12.89
11513,THRISSUR,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,2.58,5.24,3.96
11514,WAYANAD,General,Low,0.37,0.0,0.0,0.41,0.87,0.65,0.0,0.0,0.0
11514,WAYANAD,OBC,Low,0.0,0.0,0.0,0.0,0.0,0.0,6.65,9.63,8.18
11514,WAYANAD,SC,Low,1.26,0.0,0.0,6.21,0.57,3.32,0.0,0.0,0.0
11514,WAYANAD,ST,Low,0.0,0.01,0.0,0.0,0.32,0.0,11.08,13.75,12.45
11514,WAYANAD,Overall,Low,0.0,0.0,0.0,0.0,0.04,0.0,3.16,6.85,5.06
11601,KARGIL,General,High,0.0,0.0,0.0,0.0,0.0,0.0,25.0,87.5,66.67
11601,KARGIL,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11601,KARGIL,SC,High,40.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0
11601,KARGIL,ST,High,7.94,9.7,8.83,0.29,2.24,1.22,3.71,2.58,3.19
11601,KARGIL,Overall,High,7.91,9.51,8.71,0.28,2.11,1.16,3.74,2.93,3.37
11602,LEH(LADAKH),General,High,8.62,13.58,11.12,4.66,15.43,10.06,35.66,46.83,40.9
11602,LEH(LADAKH),OBC,High,0.0,0.0,0.0,0.0,28.57,14.29,0.0,0.0,0.0
11602,LEH(LADAKH),SC,High,0.0,0.0,0.0,50.0,0.0,20.0,50.0,0.0,0.0
11602,LEH(LADAKH),ST,High,1.41,3.91,2.71,0.0,0.5,0.0,5.75,1.94,3.86
11602,LEH(LADAKH),Overall,High,2.31,5.05,3.72,0.0,2.33,0.98,8.36,5.39,6.9
11701,LAKSHADWEEP,General,Low,71.43,11.11,53.33,57.14,0.0,30.77,0.0,40.0,0.0
11701,LAKSHADWEEP,OBC,Low,24.39,24.39,24.39,11.76,27.27,17.86,9.09,0.0,6.25
11701,LAKSHADWEEP,SC,Low,33.33,0.0,12.5,0.0,50.0,33.33,0.0,0.0,0.0
11701,LAKSHADWEEP,ST,Low,0.0,0.08,0.0,1.42,2.96,2.24,0.0,0.35,0.0
11701,LAKSHADWEEP,Overall,Low,0.43,0.48,0.45,1.9,3.23,2.6,0.0,0.43,0.0
11801,AGARMALWA,General,Low,3.28,7.23,5.42,9.29,5.85,7.57,11.49,5.72,8.33
11801,AGARMALWA,OBC,Low,8.65,10.87,9.82,14.35,12.99,13.64,16.78,8.1,11.78
11801,AGARMALWA,SC,Low,6.65,9.69,8.27,14.09,10.27,12.12,16.84,9.4,12.56
11801,AGARMALWA,ST,Low,13.51,13.5,13.51,30.96,19.76,25.4,10.28,24.17,18.07
11801,AGARMALWA,Overall,Low,7.6,10.16,8.96,14.22,11.62,12.88,15.71,8.59,11.65
11802,ALIRAJPUR,General,High,0.0,0.0,0.0,0.0,9.09,2.31,0.0,0.0,0.0
