DNo,District,Social Category,Income,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall
13014,MAHABUBNAGAR,OBC,High,0.0,0.0,0.0,0.52,0.09,0.29,7.18,8.55,7.87
13014,MAHABUBNAGAR,SC,High,0.0,0.0,0.0,0.7,0.72,0.71,0.68,6.35,3.49
13014,MAHABUBNAGAR,ST,High,1.03,2.95,2.05,5.92,4.29,5.06,6.14,10.54,8.33
13014,MAHABUBNAGAR,Overall,High,0.0,0.0,0.0,1.19,0.94,1.06,8.05,11.67,9.87
13015,MANCHERIAL,General,High,0.0,0.61,0.0,3.13,5.89,4.53,30.84,26.41,28.7
13015,MANCHERIAL,OBC,High,0.0,0.0,0.0,0.36,0.57,0.47,10.11,13.25,11.74
13015,MANCHERIAL,SC,High,1.4,0.0,0.11,0.7,3.53,2.24,6.69,8.21,7.47
13015,MANCHERIAL,ST,High,0.31,0.99,0.67,1.8,4.61,3.32,21.83,18.63,20.27
13015,MANCHERIAL,Overall,High,0.0,0.0,0.0,0.87,2.27,1.62,12.16,13.35,12.76
13016,MEDAK,General,Low,0.0,0.0,0.0,1.2,1.79,1.51,33.18,36.66,35.03
13016,MEDAK,OBC,Low,0.0,0.0,0.0,1.14,0.09,0.59,14.69,17.39,16.08
13016,MEDAK,SC,Low,0.0,0.0,0.0,0.79,1.28,1.01,8.36,16.2,12.02
13016,MEDAK,ST,Low,0.0,0.0,0.0,5.78,2.11,3.95,14.78,12.38,13.54
13016,MEDAK,Overall,Low,0.0,0.0,0.0,1.8,0.7,1.24,14.48,17.64,16.09
13017,MEDCHAL,General,Low,0.0,0.0,0.0,0.46,0.22,0.33,35.06,32.0,33.41
13017,MEDCHAL,OBC,Low,0.0,0.0,0.0,2.18,3.18,2.7,24.0,19.86,21.83
13017,MEDCHAL,SC,Low,0.0,0.0,0.0,2.84,2.14,2.47,26.08,26.02,26.05
13017,MEDCHAL,ST,Low,0.38,0.0,0.0,4.03,1.05,2.36,28.4,15.29,21.16
13017,MEDCHAL,Overall,Low,0.0,0.0,0.0,1.69,1.82,1.76,28.49,25.14,26.71
13018,MULUGU,General,Low,3.07,1.04,1.99,3.52,2.99,3.28,36.62,34.67,35.62
13018,MULUGU,OBC,Low,0.0,0.0,0.0,1.09,0.51,0.8,21.28,22.29,21.81
13018,MULUGU,SC,Low,1.02,0.1,0.53,4.3,2.61,3.32,15.92,17.73,16.98
13018,MULUGU,ST,Low,6.29,3.48,4.86,5.39,6.0,5.73,15.77,24.9,20.59
13018,MULUGU,Overall,Low,1.26,0.85,1.05,3.25,3.06,3.15,19.11,22.67,21.02
13019,NAGARKURNOOL,General,Low,0.0,0.0,0.0,0.31,0.08,0.2,35.24,34.29,34.78
13019,NAGARKURNOOL,OBC,Low,0.0,0.0,0.0,2.21,1.49,1.85,12.9,13.6,13.25
13019,NAGARKURNOOL,SC,Low,0.0,0.0,0.0,3.14,2.94,3.04,13.79,10.67,12.19
13019,NAGARKURNOOL,ST,Low,0.39,0.0,0.0,7.13,4.17,5.68,17.22,21.23,19.17
13019,NAGARKURNOOL,Overall,Low,0.0,0.0,0.0,3.04,2.14,2.59,15.01,15.02,15.01
13020,NALGONDA,General,High,4.28,3.36,3.8,2.98,2.56,2.77,25.43,30.78,28.18
13020,NALGONDA,OBC,High,1.61,0.78,1.17,2.5,2.03,2.25,14.6,17.62,16.16
13020,NALGONDA,SC,High,3.2,2.99,3.09,3.44,3.29,3.37,10.24,12.96,11.62
13020,NALGONDA,ST,High,6.69,5.4,5.96,6.89,7.28,7.1,15.72,15.16,15.42
13020,NALGONDA,Overall,High,2.94,2.23,2.57,3.41,3.2,3.3,14.77,17.4,16.13
13021,NARAYANAPET,General,High,3.92,5.07,4.53,5.78,7.16,6.47,36.25,34.39,35.36
13021,NARAYANAPET,OBC,High,0.0,0.0,0.0,3.76,3.99,3.88,18.36,19.51,18.92
13021,NARAYANAPET,SC,High,0.0,0.0,0.0,2.85,3.43,3.1,15.57,19.05,17.1
13021,NARAYANAPET,ST,High,5.54,2.51,3.91,7.59,4.08,5.59,25.83,13.69,18.71
13021,NARAYANAPET,Overall,High,0.0,0.0,0.0,3.9,4.13,4.01,19.21,19.99,19.59
13022,NIRMAL,General,High,4.85,6.15,5.55,6.27,7.0,6.65,30.6,23.59,27.01
13022,NIRMAL,OBC,High,0.7,1.39,1.06,2.98,3.55,3.27,9.82,8.0,8.93
13022,NIRMAL,SC,High,0.06,0.8,0.43,3.83,4.86,4.32,9.37,4.6,7.13
13022,NIRMAL,ST,High,5.87,4.7,5.26,11.03,12.49,11.75,11.5,12.59,12.04
13022,NIRMAL,Overall,High,1.88,2.42,2.16,4.84,5.59,5.21,12.54,10.16,11.37
13023,NIZAMABAD,General,High,1.93,2.48,2.22,4.95,6.52,5.76,30.79,31.32,31.06
13023,NIZAMABAD,OBC,High,0.0,0.0,0.0,1.39,2.66,2.05,9.26,7.17,8.18
13023,NIZAMABAD,SC,High,0.39,1.48,0.96,2.88,3.72,3.31,8.66,14.44,11.72
13023,NIZAMABAD,ST,High,0.32,1.0,0.68,2.71,4.38,3.61,10.38,13.71,12.14
13023,NIZAMABAD,Overall,High,0.0,0.46,0.08,2.44,3.75,3.12,13.53,13.37,13.45
13024,PEDDAPALLI,General,High,0.0,0.0,0.0,0.0,0.08,0.0,35.75,38.0,36.81
13024,PEDDAPALLI,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,8.75,17.02,13.07
13024,PEDDAPALLI,SC,High,0.0,0.0,0.0,0.74,1.38,1.07,0.0,11.82,5.36
13024,PEDDAPALLI,ST,High,2.66,3.7,3.22,0.64,0.0,0.29,0.0,11.22,0.0
13024,PEDDAPALLI,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,7.96,17.35,12.75
13025,RAJANNASIRICILLA,General,High,0.0,0.0,0.0,1.18,1.8,1.48,32.99,32.6,32.82
13025,RAJANNASIRICILLA,OBC,High,0.0,0.0,0.0,0.27,0.68,0.48,14.56,13.82,14.2
13025,RAJANNASIRICILLA,SC,High,0.0,0.0,0.0,0.0,0.5,0.12,10.34,12.95,11.52
13025,RAJANNASIRICILLA,ST,High,0.0,0.0,0.0,1.54,3.49,2.45,3.03,22.73,11.44
13025,RAJANNASIRICILLA,Overall,High,0.0,0.0,0.0,0.35,0.95,0.64,14.21,15.64,14.88
13026,RANGAREDDY,General,Low,0.0,0.0,0.0,1.24,0.9,1.05,22.09,25.53,23.96
13026,RANGAREDDY,OBC,Low,0.0,0.0,0.0,0.82,1.16,1.0,11.87,10.37,11.09
13026,RANGAREDDY,SC,Low,0.0,0.0,0.0,1.19,2.16,1.68,9.09,11.4,10.26
13026,RANGAREDDY,ST,Low,0.0,0.0,0.0,0.0,2.77,1.53,12.87,10.87,11.75
13026,RANGAREDDY,Overall,Low,0.0,0.0,0.0,0.94,1.37,1.17,14.48,15.32,14.92
13027,SANGAREDDY,General,Low,0.0,0.0,0.0,1.32,5.05,3.3,40.65,40.31,40.47
13027,SANGAREDDY,OBC,Low,0.0,0.0,0.0,2.06,3.63,2.86,16.65,22.48,19.6
13027,SANGAREDDY,SC,Low,0.0,0.0,0.0,4.41,4.8,4.61,13.9,17.54,15.76
13027,SANGAREDDY,ST,Low,1.95,1.1,1.5,7.83,9.55,8.73,20.61,25.64,23.32
13027,SANGAREDDY,Overall,Low,0.0,0.0,0.0,2.87,4.6,3.76,19.82,24.54,22.24
13028,SIDDIPET,General,Low,0.0,0.0,0.0,0.8,2.48,1.66,24.51,25.69,25.11
13028,SIDDIPET,OBC,Low,0.0,0.0,0.0,0.06,1.21,0.65,7.04,10.38,8.75
13028,SIDDIPET,SC,Low,0.0,0.0,0.0,0.71,0.52,0.61,3.66,9.34,6.64
13028,SIDDIPET,ST,Low,0.0,0.0,0.0,3.79,3.49,3.62,6.65,0.0,1.41
13028,SIDDIPET,Overall,Low,0.0,0.0,0.0,0.42,1.3,0.88,7.92,10.99,9.5
13029,SURYAPET,General,Low,0.0,0.0,0.0,1.51,0.0,0.68,28.82,28.99,28.91
13029,SURYAPET,OBC,Low,0.0,0.0,0.0,2.81,1.12,1.93,14.16,11.04,12.55
13029,SURYAPET,SC,Low,0.0,0.0,0.0,3.93,4.15,4.04,11.02,6.77,8.94
13029,SURYAPET,ST,Low,0.0,0.0,0.0,4.28,2.4,3.31,20.09,16.84,18.46
13029,SURYAPET,Overall,Low,0.0,0.0,0.0,3.15,1.79,2.45,16.05,13.2,14.6
13030,VIKARABAD,General,Low,0.2,0.28,0.25,5.13,6.03,5.61,35.96,34.68,35.29
13030,VIKARABAD,OBC,Low,0.0,0.0,0.0,4.05,5.1,4.59,15.07,15.68,15.38
13030,VIKARABAD,SC,Low,2.89,0.0,1.42,6.25,3.3,4.76,6.75,11.92,9.36
13030,VIKARABAD,ST,Low,6.61,2.42,4.42,8.43,2.83,5.56,26.49,21.75,23.95
13030,VIKARABAD,Overall,Low,1.2,0.0,0.17,5.3,4.53,4.9,17.41,18.15,17.79
13031,WANAPARTHY,General,Low,0.0,0.0,0.0,4.8,9.21,7.17,27.22,32.23,29.87
13031,WANAPARTHY,OBC,Low,0.0,0.0,0.0,3.9,5.37,4.67,7.91,6.9,7.39
13031,WANAPARTHY,SC,Low,0.0,0.0,0.0,5.95,6.98,6.48,6.28,6.27,6.28
13031,WANAPARTHY,ST,Low,4.45,3.88,4.13,6.33,5.79,6.04,2.44,12.19,7.54
13031,WANAPARTHY,Overall,Low,0.0,0.0,0.0,4.6,6.03,5.35,8.36,9.18,8.78
13032,WARANGAL,General,High,6.29,7.94,7.18,4.04,5.12,4.61,28.89,39.07,34.13
13032,WARANGAL,OBC,High,3.03,3.88,3.48,0.43,1.96,1.24,12.35,19.47,15.97
13032,WARANGAL,SC,High,3.34,3.08,3.21,3.24,3.22,3.23,6.65,17.62,12.2
13032,WARANGAL,ST,High,4.9,3.3,3.98,4.18,1.48,2.67,3.95,18.67,12.16
13032,WARANGAL,Overall,High,3.62,4.02,3.83,1.79,2.37,2.1,11.66,20.78,16.37
13033,YADADRIBHUVANAGIRI,General,High,0.0,0.0,0.0,0.71,0.0,0.0,31.38,30.05,30.69
13033,YADADRIBHUVANAGIRI,OBC,High,0.0,0.0,0.0,0.91,1.63,1.29,13.39,16.77,15.1
13033,YADADRIBHUVANAGIRI,SC,High,0.0,0.0,0.0,2.03,1.63,1.82,7.24,13.99,10.55
13033,YADADRIBHUVANAGIRI,ST,High,0.0,0.0,0.0,3.76,0.07,1.85,21.08,22.55,21.79
13033,YADADRIBHUVANAGIRI,Overall,High,0.0,0.0,0.0,1.4,1.17,1.28,13.95,17.68,15.82
13101,DHALAI,General,Middle,7.35,8.5,7.96,11.24,12.99,12.13,15.83,14.9,15.41
13101,DHALAI,OBC,Middle,4.53,1.48,2.98,6.24,3.16,4.74,5.36,5.28,5.32
13101,DHALAI,SC,Middle,5.46,6.3,5.88,7.01,11.14,9.11,6.17,5.16,5.63
13101,DHALAI,ST,Middle,0.17,1.26,0.73,8.8,9.5,9.15,4.63,8.86,6.69
13101,DHALAI,Overall,Middle,1.85,2.46,2.16,8.25,9.13,8.7,5.92,7.79,6.85
13102,GOMATI,General,Middle,0.0,0.0,0.0,0.0,2.31,0.95,16.06,9.8,13.0
13102,GOMATI,OBC,Middle,2.04,0.46,1.25,2.82,2.13,2.47,13.62,9.8,11.78
13102,GOMATI,SC,Middle,0.9,0.8,0.85,4.01,3.67,3.84,14.31,8.88,11.56
13102,GOMATI,ST,Middle,0.51,2.0,1.28,8.57,8.62,8.59,18.3,23.19,20.58
13102,GOMATI,Overall,Middle,0.0,0.69,0.21,5.17,5.58,5.38,16.47,15.62,16.06
13103,KHOWAI,General,Middle,0.0,0.0,0.0,0.16,5.06,2.69,0.93,0.0,0.0
13103,KHOWAI,OBC,Middle,3.32,2.53,2.93,2.49,5.89,4.18,11.49,12.61,12.04
13103,KHOWAI,SC,Middle,0.0,0.0,0.0,2.69,1.73,2.2,7.69,4.57,6.15
13103,KHOWAI,ST,Middle,6.37,6.69,6.53,6.71,5.52,6.11,0.0,7.27,3.57
13103,KHOWAI,Overall,Middle,2.61,2.52,2.56,4.31,4.76,4.54,4.48,6.82,5.64
13104,NORTHTRIPURA,General,Middle,0.64,2.12,1.39,2.84,5.69,4.21,10.42,11.41,10.84
13104,NORTHTRIPURA,OBC,Middle,2.49,1.98,2.23,2.76,2.98,2.87,0.0,7.15,3.48
13104,NORTHTRIPURA,SC,Middle,0.0,0.0,0.0,0.0,2.09,0.18,2.67,2.63,2.66
13104,NORTHTRIPURA,ST,Middle,4.89,3.49,4.18,9.15,10.38,9.77,17.33,22.26,19.77
13104,NORTHTRIPURA,Overall,Middle,0.4,0.91,0.66,3.62,5.63,4.61,7.46,10.82,9.03
13105,SEPAHIJALA,General,Middle,0.0,3.57,1.53,1.66,0.93,1.3,15.72,10.49,13.28
13105,SEPAHIJALA,OBC,Middle,0.0,0.43,0.0,2.57,0.0,0.35,15.03,13.22,14.12
13105,SEPAHIJALA,SC,Middle,1.88,2.68,2.28,8.89,2.6,5.78,18.72,15.99,17.34
13105,SEPAHIJALA,ST,Middle,7.91,6.32,7.12,9.34,9.51,9.42,17.52,17.45,17.49
13105,SEPAHIJALA,Overall,Middle,1.83,3.55,2.7,5.24,3.15,4.2,16.64,14.12,15.4
13106,SOUTHTRIPURA,General,Middle,1.43,0.0,0.61,2.94,2.54,2.73,11.04,3.32,7.21
13106,SOUTHTRIPURA,OBC,Middle,0.0,0.0,0.0,0.0,1.65,0.56,11.56,9.49,10.51
13106,SOUTHTRIPURA,SC,Middle,3.43,0.0,1.51,1.66,3.79,2.73,8.04,7.26,7.64
13106,SOUTHTRIPURA,ST,Middle,0.73,0.18,0.46,8.41,7.85,8.12,16.77,17.3,17.03
13106,SOUTHTRIPURA,Overall,Middle,1.07,0.0,0.39,4.76,5.05,4.9,13.22,10.8,12.02
13107,UNAKOTI,General,Middle,5.05,6.93,6.0,3.59,8.18,5.81,7.06,11.71,9.1
13107,UNAKOTI,OBC,Middle,1.38,0.67,1.03,0.62,4.3,2.45,5.61,5.03,5.34
13107,UNAKOTI,SC,Middle,0.33,1.0,0.65,3.73,2.6,3.15,7.52,10.74,9.04
13107,UNAKOTI,ST,Middle,4.82,2.92,3.87,6.33,9.53,7.99,5.68,3.33,4.54
13107,UNAKOTI,Overall,Middle,3.03,3.04,3.04,3.58,6.26,4.92,6.44,7.48,6.92
13108,WESTTRIPURA,General,Middle,0.0,0.0,0.0,0.0,2.98,1.41,0.0,2.07,0.0
13108,WESTTRIPURA,OBC,Middle,0.0,0.0,0.0,1.93,0.13,1.04,7.19,3.78,5.54
13108,WESTTRIPURA,SC,Middle,2.2,1.06,1.63,3.91,2.4,3.15,10.23,8.4,9.33
13108,WESTTRIPURA,ST,Middle,0.0,0.0,0.0,1.41,1.97,1.69,0.0,0.0,0.0
13108,WESTTRIPURA,Overall,Middle,0.0,0.0,0.0,1.64,2.0,1.82,0.0,1.42,0.58
13201,AGRA,General,High,7.12,5.14,6.06,3.88,0.0,0.0,7.57,6.55,6.97
13201,AGRA,OBC,High,2.08,0.54,1.3,3.64,0.0,0.0,12.67,7.53,9.72
13201,AGRA,SC,High,0.0,0.0,0.0,8.0,2.42,5.22,14.58,9.39,11.75
13201,AGRA,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13201,AGRA,Overall,High,2.07,0.88,1.45,4.39,0.0,0.29,11.34,7.4,9.09
13202,ALIGARH,General,Low,0.26,0.0,0.0,0.0,0.0,0.0,3.82,5.93,5.09
13202,ALIGARH,OBC,Low,0.0,0.0,0.0,0.36,0.0,0.0,7.36,14.41,11.72
13202,ALIGARH,SC,Low,1.34,0.56,0.94,7.52,0.94,4.08,7.91,13.13,11.06
13202,ALIGARH,ST,Low,0.0,0.0,0.0,4.62,11.29,8.3,34.78,22.38,26.6
13202,ALIGARH,Overall,Low,0.0,0.0,0.0,0.77,0.0,0.0,6.53,11.92,9.82
13203,AMBEDKARNAGAR,General,Low,12.67,10.68,11.64,11.05,2.87,7.0,0.0,3.12,0.64
13203,AMBEDKARNAGAR,OBC,Low,8.78,6.28,7.52,6.33,4.82,5.59,11.06,14.19,12.62
13203,AMBEDKARNAGAR,SC,Low,8.29,5.3,6.79,6.06,1.89,4.03,5.6,7.6,6.57
13203,AMBEDKARNAGAR,ST,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13203,AMBEDKARNAGAR,Overall,Low,8.93,6.37,7.64,6.61,3.36,5.02,7.8,10.75,9.26
13204,AMETHI-CSMNAGAR,General,Low,7.99,7.82,7.9,1.8,0.33,1.03,7.4,21.81,15.41
13204,AMETHI-CSMNAGAR,OBC,Low,2.05,3.34,2.72,2.78,0.0,0.76,10.24,11.29,10.79
13204,AMETHI-CSMNAGAR,SC,Low,3.96,5.18,4.59,11.62,9.31,10.46,8.2,12.34,10.36
13204,AMETHI-CSMNAGAR,ST,Low,0.0,0.0,0.0,0.0,35.03,12.71,0.0,53.19,0.0
13204,AMETHI-CSMNAGAR,Overall,Low,3.56,4.66,4.13,5.56,2.71,4.11,8.87,14.48,11.85
13205,AURAIYA,General,High,9.05,3.33,6.03,6.87,1.76,4.16,0.8,0.0,0.0
13205,AURAIYA,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,11.27,8.08,9.52
13205,AURAIYA,SC,High,1.69,0.02,0.84,5.45,0.0,2.62,7.02,7.38,7.23
13205,AURAIYA,ST,High,52.32,40.93,46.69,58.38,57.99,58.18,54.29,67.05,61.39
13205,AURAIYA,Overall,High,2.54,0.0,0.9,2.61,0.0,0.0,8.27,6.42,7.24
13206,AZAMGARH,General,High,10.65,8.72,9.65,0.0,0.0,0.0,17.81,14.93,16.29
13206,AZAMGARH,OBC,High,0.73,1.04,0.89,0.0,0.0,0.0,9.26,14.07,11.74
13206,AZAMGARH,SC,High,5.13,5.74,5.43,4.5,3.03,3.77,18.41,17.58,17.99
13206,AZAMGARH,ST,High,17.16,24.16,20.87,0.0,11.14,2.85,69.98,79.95,75.41
13206,AZAMGARH,Overall,High,3.6,3.82,3.71,0.0,0.0,0.0,14.08,15.87,15.0
13207,BAGHPAT,General,Low,9.0,6.74,7.74,1.99,0.0,0.0,0.0,0.0,0.0
13207,BAGHPAT,OBC,Low,0.0,0.0,0.0,0.0,0.0,0.0,5.92,2.62,3.94
13207,BAGHPAT,SC,Low,0.73,4.02,2.48,2.16,0.0,0.0,6.88,0.45,3.39
13207,BAGHPAT,ST,Low,13.06,22.97,19.02,40.79,49.57,46.11,76.47,66.66,70.73
13207,BAGHPAT,Overall,Low,0.0,0.0,0.0,0.0,0.0,0.0,4.83,1.47,2.85
13208,BAHRAICH,General,Middle,1.32,1.43,1.38,5.92,3.46,4.61,11.81,10.66,11.14
13208,BAHRAICH,OBC,Middle,1.53,2.0,1.78,13.79,9.11,11.28,10.61,8.98,9.64
13208,BAHRAICH,SC,Middle,0.9,0.68,0.78,15.14,14.28,14.68,12.04,11.98,12.0
13208,BAHRAICH,ST,Middle,0.0,0.0,0.0,20.67,10.03,16.12,38.25,33.01,35.37
13208,BAHRAICH,Overall,Middle,1.27,1.5,1.39,12.41,8.84,10.5,11.45,10.08,10.64
13209,BALLIA,General,High,0.0,0.0,0.0,0.0,0.0,0.0,6.63,0.0,1.95
13209,BALLIA,OBC,High,2.87,1.83,2.34,0.0,0.0,0.0,15.42,17.46,16.57
13209,BALLIA,SC,High,7.64,6.07,6.85,0.0,0.0,0.0,4.44,3.85,4.12
13209,BALLIA,ST,High,12.78,11.52,12.14,15.22,6.21,10.82,16.31,23.56,20.29
13209,BALLIA,Overall,High,3.76,2.09,2.92,0.0,0.0,0.0,12.02,12.23,12.14
13210,BALRAMPUR,General,High,5.06,6.39,5.77,0.0,0.0,0.0,5.81,13.1,10.06
13210,BALRAMPUR,OBC,High,4.2,3.11,3.63,4.88,5.29,5.1,8.49,19.09,14.86
13210,BALRAMPUR,SC,High,0.32,1.52,0.95,12.29,12.66,12.48,11.85,17.07,14.85
13210,BALRAMPUR,ST,High,5.47,10.33,8.01,5.62,6.16,5.88,0.0,26.2,13.59
13210,BALRAMPUR,Overall,High,3.71,3.62,3.66,2.9,4.57,3.81,7.81,17.1,13.3
13211,BANDA,General,High,0.0,1.78,0.69,8.69,4.73,6.65,9.45,10.01,9.75
13211,BANDA,OBC,High,0.79,0.73,0.76,10.31,6.21,8.18,9.6,11.91,10.91
13211,BANDA,SC,High,3.63,4.44,4.06,13.58,12.75,13.14,9.82,13.6,11.99
13211,BANDA,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13211,BANDA,Overall,High,0.97,1.56,1.29,10.57,7.31,8.88,9.47,11.6,10.66
13212,BARABANKI,General,High,4.6,7.6,6.21,3.64,3.93,3.8,5.22,8.43,7.01
13212,BARABANKI,OBC,High,1.57,2.25,1.93,6.5,4.32,5.39,11.47,11.51,11.49
13212,BARABANKI,SC,High,3.15,3.8,3.49,13.64,13.42,13.53,13.99,15.75,14.93
13212,BARABANKI,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13212,BARABANKI,Overall,High,2.25,3.19,2.74,8.41,7.12,7.75,10.95,11.99,11.51
13213,BAREILLY,General,High,5.92,6.51,6.24,3.37,0.72,1.95,5.49,1.83,3.42
13213,BAREILLY,OBC,High,5.96,6.07,6.02,9.51,4.66,6.94,11.57,9.6,10.42
13213,BAREILLY,SC,High,3.4,3.8,3.62,13.48,7.79,10.51,13.66,13.35,13.48
13213,BAREILLY,ST,High,0.0,0.0,0.0,0.0,5.06,0.0,0.0,43.92,31.66
13213,BAREILLY,Overall,High,5.47,5.74,5.61,8.93,4.44,6.55,10.48,8.67,9.44
13214,BASTI,General,Low,15.18,1.2,8.12,1.8,0.0,0.0,0.74,0.82,0.78
13214,BASTI,OBC,Low,4.56,0.49,2.53,15.47,9.8,12.69,35.96,30.44,33.16
13214,BASTI,SC,Low,0.0,0.0,0.0,5.09,0.93,3.09,23.09,16.72,19.97
13214,BASTI,ST,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13214,BASTI,Overall,Low,3.19,0.0,0.41,9.44,4.21,6.89,25.58,21.04,23.3
13215,BHADOI,General,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13215,BHADOI,OBC,Low,1.16,2.15,1.67,0.0,0.0,0.0,4.45,4.06,4.25
13215,BHADOI,SC,Low,0.87,1.42,1.16,6.16,6.97,6.58,11.13,13.82,12.57
13215,BHADOI,ST,Low,0.0,16.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13215,BHADOI,Overall,Low,0.7,1.12,0.92,0.21,0.22,0.22,4.64,4.45,4.54
13216,BIJNOR,General,Low,2.22,0.0,1.0,5.59,3.63,4.58,13.41,14.26,13.86
13216,BIJNOR,OBC,Low,2.46,0.0,0.74,11.19,5.2,8.24,10.68,7.23,8.83
13216,BIJNOR,SC,Low,1.26,0.0,0.0,9.08,4.73,6.88,7.95,6.53,7.18
13216,BIJNOR,ST,Low,0.0,0.0,0.0,0.0,0.0,0.0,85.29,80.49,82.67
13216,BIJNOR,Overall,Low,1.97,0.0,0.23,9.53,4.63,7.07,10.68,8.53,9.54
13217,BUDAUN,General,High,4.58,5.02,4.81,16.32,13.98,15.08,21.16,17.73,19.2
13217,BUDAUN,OBC,High,4.36,4.75,4.57,16.32,7.47,11.59,17.05,19.77,18.81
13217,BUDAUN,SC,High,5.59,6.17,5.89,18.3,11.82,14.81,15.31,22.11,19.56
13217,BUDAUN,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,80.0,76.12,77.17
13217,BUDAUN,Overall,High,4.62,5.01,4.83,16.66,9.7,12.94,17.99,19.79,19.11
13218,BULANDSHAHR,General,Low,1.47,0.05,0.7,2.4,0.0,0.0,7.38,5.68,6.37
13218,BULANDSHAHR,OBC,Low,2.12,3.32,2.76,0.0,0.0,0.0,10.41,6.88,8.4
13218,BULANDSHAHR,SC,Low,2.28,2.65,2.48,6.29,2.47,4.29,15.5,14.16,14.74
13218,BULANDSHAHR,ST,Low,0.0,0.0,0.0,37.25,25.81,30.97,0.0,0.0,0.0
13218,BULANDSHAHR,Overall,Low,1.83,2.32,2.09,2.02,0.0,0.48,10.9,8.19,9.35
13219,CHANDAULI,General,Low,2.32,0.0,1.03,0.0,0.0,0.0,10.88,5.17,7.85
13219,CHANDAULI,OBC,Low,2.33,2.21,2.27,2.05,1.95,2.0,10.6,10.37,10.48
13219,CHANDAULI,SC,Low,4.36,4.44,4.4,10.59,9.65,10.11,10.71,10.58,10.65
13219,CHANDAULI,ST,Low,0.0,0.0,0.0,0.0,0.0,0.0,73.43,66.32,69.65
13219,CHANDAULI,Overall,Low,2.82,2.5,2.65,4.16,3.1,3.62,11.42,10.33,10.84
13220,CHITRAKOOT,General,High,0.52,1.53,1.05,6.24,0.45,3.31,3.93,0.0,0.0
13220,CHITRAKOOT,OBC,High,2.2,1.54,1.86,12.16,8.89,10.46,9.77,7.33,8.41
13220,CHITRAKOOT,SC,High,1.38,1.96,1.68,20.43,17.82,19.08,14.99,16.26,15.73
13220,CHITRAKOOT,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13220,CHITRAKOOT,Overall,High,1.65,1.67,1.67,13.83,10.44,12.08,9.33,6.74,7.91
13221,DEORIA,General,High,0.0,0.0,0.0,0.0,0.0,0.0,18.01,14.89,16.34
13221,DEORIA,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,12.28,12.61,12.46
13221,DEORIA,SC,High,6.2,6.02,6.11,5.15,4.68,4.91,18.72,18.05,18.37
13221,DEORIA,ST,High,1.42,0.0,0.67,0.0,0.0,0.0,2.31,18.75,10.91
13221,DEORIA,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,13.7,14.32,14.03
13222,ETAH,General,Low,10.37,10.64,10.52,6.72,8.0,7.42,16.19,17.37,16.87
13222,ETAH,OBC,Low,7.68,8.48,8.11,7.46,0.0,3.17,18.44,13.83,15.69
13222,ETAH,SC,Low,8.74,10.44,9.63,17.23,11.14,14.04,20.45,18.6,19.36
13222,ETAH,ST,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13222,ETAH,Overall,Low,7.95,8.89,8.44,8.84,2.49,5.47,18.14,14.89,16.23
13223,ETAWAH,General,High,0.0,0.0,0.0,4.59,0.0,2.06,0.0,0.0,0.0
13223,ETAWAH,OBC,High,9.69,7.09,8.33,15.08,10.35,12.59,20.79,18.88,19.73
13223,ETAWAH,SC,High,6.19,8.16,7.21,12.53,13.66,13.12,20.57,21.99,21.36
13223,ETAWAH,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41,6.9
13223,ETAWAH,Overall,High,6.21,5.35,5.76,12.17,9.26,10.64,17.27,16.53,16.85
13224,FAIZABAD,General,Low,5.95,3.48,4.66,2.94,0.0,0.41,7.82,9.53,8.8
13224,FAIZABAD,OBC,Low,1.84,1.16,1.49,0.0,1.04,0.22,3.33,7.22,5.42
13224,FAIZABAD,SC,Low,2.64,3.31,2.99,6.29,6.1,6.2,3.21,5.51,4.41
13224,FAIZABAD,ST,Low,0.0,0.0,0.0,0.0,11.83,0.0,43.4,17.4,26.9
13224,FAIZABAD,Overall,Low,2.73,2.14,2.43,2.05,1.88,1.96,4.44,7.51,6.11
13225,FARRUKHABAD,General,High,0.0,0.0,0.0,1.5,0.0,0.0,25.92,16.79,21.33
13225,FARRUKHABAD,OBC,High,3.79,3.53,3.66,9.25,1.34,5.37,5.28,0.0,0.58
